﻿Numéro de l'installation sportive;Nom de l'installation sportive;Adresse;Code Postal;Commune INSEE;Commune Nom;Date de création de la fiche d'enquête;Date de changement d'état de la fiche d'enquête;Accessibilité de l'installation en faveur des personnes en situation de handicap;Date de l'enquête;Observation Installation;Accessibilité de l'installation en transport en commun;Installation particulière;Type de particularité de l'installation (brute);Type de particularité de l'installation;Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;SIRET Installation;Unité Administrative Immatriculée (UAI);Installation hors-service;Numéro de l'équipement sportif;Nom de l'équipement sportif;Code du type d'équipement sportif;Type d'équipement sportif;Famille d'équipement sportif;Coordonnées;Eclairage de l'aire d'évolution;Equipement d'accès libre;Arrêté d'ouverture au public;Locaux complémentaires;Ouverture exclusivement saisonnière;Présence de douches;Présence de sanitaires;Gestion en DSP;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Date de l'homologation préfectorale;Date des derniers gros travaux;Catégorie ERP de l'établissement;Hauteur de l'aire d'évolution;Largeur de l'aire d'évolution;Longueur de l'aire d'évolution;Surface de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires arbitres/enseignants;Nombre de vestiaires sportifs;SAE: nombre de couloirs de la structure;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;Adresse internet de l'équipement;Année de mise en service;Nom du propriétaire;Observation Equipement;Types d'aménagements de confort;Type d'ERP de l'établissement;Types de locaux complémentaires;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Type d'utilisation;Type de pas de tir;Nature de l'équipement sportif;Nature du sol;Période de mise en service;Période de l'homologation préfectorale;Période des derniers gros travaux;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Equipement inscrit au PDESI / PDIPR;equip_aps_code;EPCI INSEE;EPCI Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Département Code;Département Code Complet;Département Nom;Rectorat Nom;Région Code;Région Nom;Densite Niveau;Densite Catégorie;ZRR Simplifié;Catégorie;Discipline;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;RNB ID;Longitude;Latitude;Activités;QPV;QPV à 200 mètres;gen_2024Fin_Labellisation;Activité & niveau;Département
I750560004;BASIC FIT;58 Chaussée d'Antin;75009;75109;Paris 9e Arrondissement;2024-02-08;2024-03-04;false;2025-03-31;;false;false;;;;;79823301102548;;;E001I750560004;BASIC FIT;802;Salle de musculation/cardiotraining;Equipement d'activités de forme et de santé;48.8747422252, 2.33265022469;true;false;false;true;false;true;true;false;true;true;true;true;true;false;true;false;false;false;false;false;false;;;5;;;;1278.0;;;;2;;;;;;;;;;www.basic-fit.com;2018;BASIC FIT;;;X;Réception / Accueil;;Electricité;Individuel(s),famille(s);;Intérieur;Béton;A partir de 2005;;;Etablissement privé commercial;;;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;;PG7J34KR6FF3;2.33265022469;48.8747422252;Activités de forme et de santé;;;;;
I751010003;CENTRE D'ETUDE D'ACTION SOCIALE ET CULTURELLE;23 RUE DE LA SOURDIERE;75001;75101;Paris 1er Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;;;;E001I751010003;SALLE N°1;2105;Salle de danse;Salle ou terrain spécialisé;48.86644, 2.33246;true;false;true;true;false;true;true;false;false;false;true;false;true;false;true;false;false;true;false;false;false;;;4;4.0;9.2;13.0;120.0;;0;0;6;;;;;;;;;;www.ceasc.free.fr;;;;;"L;R;X";"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";Inadaptation aux attentes des usagers;Gaz;Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;1945-1964;;1995-2004;Association(s);;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Cheminements,Sanitaires,Vestiaires;Sanitaires;YP9XH7Q5922V;2.33246;48.86644;Aikido / Aikibudo / Budo,Autres Danses,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;;;;;
I751050001;GYMNASE AMYOT;3 RUE AMYOT;75005;75105;Paris 5e Arrondissement;2005-09-22;2017-02-22;false;2025-03-31;;true;false;;;;Métro,Bus,Train;21750001600019;;;E001I751050001;SALLE D'ARTS MARTIAUX N°2;1801;Dojo / Salle d'arts martiaux;Salle de combat;48.84342, 2.34757;true;false;true;true;false;true;true;false;false;false;false;true;true;false;true;false;false;true;false;false;false;;2013;5;4.0;7.0;13.0;91.0;;0;0;2;;;;;;;;;;www.mairie05.paris.fr;1982;;;;X;"Réception / Accueil;Local de rangement";Inadaptation aux attentes des usagers;Electricité;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1975-1984;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Douches,Sanitaires,Vestiaires;Sanitaires;6GAT929ZFEDH;2.34757;48.84342;Activités de forme et de santé,Aikido / Aikibudo / Budo,Autres Danses,Gymnastique Artistique,Judo / Jujitsu / Taïso;;;;;
I751050009;CENTRE SPORTIF POLIVEAU;39 BIS RUE POLIVEAU;75005;75105;Paris 5e Arrondissement;2005-09-22;2017-02-22;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;21750001600019;;;E001I751050009;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.83977, 2.35737;true;false;true;true;false;true;true;false;true;true;false;false;false;false;true;false;false;false;false;false;false;;2012;3;10.0;22.0;44.0;968.0;;299;4;4;;;;;;;;;;mairie05.paris.fr;1983;;;;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1975-1984;;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Vestiaires;;DNGH3NH1WF7K;2.35737;48.83977;Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Gymnastique Artistique,Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
I751050012;ESPACE SPORTIF PONTOISE;19 rue de pontoise;75005;75105;Paris 5e Arrondissement;2005-09-22;2025-02-03;true;2025-03-31;Vestiaire PMR avec douche et sanitaire;true;true;"[""Piscine""]";Piscine;Handicap moteur;Métro,Bus;98129090100017;;Non;E001I751050012;PISCINE;102;Bassin sportif de natation;Bassin de natation;48.8491, 2.35181;true;false;true;true;false;false;true;true;true;true;true;true;true;false;true;false;false;false;false;false;true;;2014;3;;;;;;0;2;3;;;;33.0;15.0;495.0;1.0;2.6;;https://www.espace-sportif-pontoise-paris.fr/;1933;Ville de Paris;156 cabines individuelles.;Sauna;X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Gaz;Individuel(s),famille(s),Scolaires,universités;;Intérieur;Autre;Avant 1945;;A partir de 2005;Commune;Commune;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Vestiaires;953TG9TPX9FS;2.35181;48.8491;Activités de forme et de santé,Aquagym,Baignade loisirs,Natation course sportive;;;;;
I751090011;UNION CHRETIENNE DES JEUNES GENS;14 RUE DE TREVISE;75009;75109;Paris 9e Arrondissement;2005-09-22;2018-12-05;false;2025-03-31;;true;false;;;;Métro,Bus;;;;E001I751090011;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.8734673426, 2.34538963887;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;4;4.0;12.0;25.0;300.0;;0;0;2;;;;;;;;;;;1895;;;;"L;R;X";Local de rangement;;Autre;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Parquet;Avant 1945;;;Association(s);;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;2GFGR5NSQWT6;2.34538963887;48.8734673426;Basket-Ball,Gymnastique Artistique;;;;;
I751100004;LA GYM SUEDOISE PARIS 10;22 RUE CHAUDRON;75010;75110;Paris 10e Arrondissement;2017-03-30;;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Train;;;;E001I751100004;SALLE LILLA;2106;Salle de gymnastique sportive;Salle ou terrain spécialisé;48.88364, 2.36477;true;false;true;true;false;true;true;false;true;false;true;true;true;false;true;false;false;true;false;false;false;;;;3.0;;;120.0;;0;0;2;;;;;;;;;;www.gymsuedoise.com;2014;;;;;"Réception / Accueil;Local de rangement";;Gaz;Individuel(s),famille(s);;Intérieur;Synthétique (hors gazon);A partir de 2005;;;Etablissement privé commercial;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;6EEGS4FG47SZ;2.36477;48.88364;Gymnastique Rythmique;;QN07513M;;;
I751100028;ESPACE EN MOUVEMENT;46 BOULEVARD DE MAGENTA PARIS;75010;75110;Paris 10e Arrondissement;2005-09-22;2015-06-02;true;2025-03-31;AUCUNE REPONSE LORS DE LA VISITE ET AU TELEPHONE MAIS PRESENCE D'UN SITE INTERNET A JOURS, L'INSTALLATION SEMBLE TOUJOURS EN ACTIVITE;true;false;;;Handicap moteur;Métro,Bus,Train;;;;E001I751100028;SALLE DE COURS;801;Salle de cours collectifs;Equipement d'activités de forme et de santé;48.87267, 2.35957;true;false;true;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;;;5;2.0;6.0;8.0;45.0;;0;0;0;;;;;;;;;;;1998;PARTICULIER;;;L;"Réception / Accueil;Local de rangement";;Fuel;Individuel(s),famille(s),Autre - association(s) et groupes divers;;Intérieur;Parquet;1995-2004;;;Privé non commercial;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements;;1YSQ42N33SAR;2.35957;48.87267;Activités de forme et de santé,Autres Danses,Gymnastique Artistique;;;;;
I751120042;STADE VELODROME JACQUES ANQUETIL;49 AVENUE DE GRAVELLE PARIS;75012;75112;Paris 12e Arrondissement;2005-09-22;2018-12-20;true;2025-03-31;CHALET RESTAURANT LA CIPALE AU SEIN DE L' ENCEINTE SPORTIVE : 30 COUVERTS EN RESTAURATION TRADITIONNEL JUSQU'À 60 COUVERTS EN RESTAURATION RAPIDE;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751120042;PISTE CYCLISTE BETON;607;Vélodrome;Equipement de cyclisme;48.82596, 2.41173;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;1999-07-05;2012;1;;10.0;500.0;5000.0;;2000;1;6;;;;;;;;;;;1902;;;;PA;"Réception / Accueil;Infirmerie;Local de rangement";Vétusté normale,remise à niveau;;Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers;;Découvert;Béton;Avant 1945;1995-2004;A partir de 2005;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;;2.41173;48.82596;Cyclisme sur piste;;;;;
I751130087;PISCINE JOSEPHINE BAKER;QUAI DE LA GARE - POSTE N°8;75013;75113;Paris 13e Arrondissement;2007-04-18;2024-09-26;true;2025-03-31;;false;true;"[""Piscine""]";Piscine;Handicap moteur;;21750001600019;;;E001I751130087;PISCINE JOSEPHINE BAKER;103;Bassin ludique de natation;Bassin de natation;48.8361, 2.37615;true;false;true;true;false;false;true;true;true;true;true;true;true;false;true;false;false;true;false;false;false;;2016;3;;;;;;0;2;2;;;;25.0;10.0;250.0;0.9;2.0;;www.piscine-baker.fr;2006;;;"Bain(s) de vapeur / hammam;Sauna;Solarium";X;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement";"Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Gaz;Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers;;Découvrable;Carrelage;A partir de 2005;;A partir de 2005;Commune;;Etablissement privé commercial;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.37615;48.8361;Baignade loisirs;;;;;
I751140032;CENTRE SPORTIF DIDOT;18 AVENUE MARC SANGNIER;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;true;"[""Complexe sportif""]";Complexe sportif;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E001I751140032;PISTE DROITE D'ATHLETISME;1004;Piste d'athlétisme isolée;Equipement d'athlétisme;48.82486, 2.30934;true;false;true;true;false;true;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;;;3;;7.0;100.0;700.0;;0;1;6;;;;;;;;;;www.mairie14.paris.fr;2002;;;;"L;X";"Réception / Accueil;Bureau(x) Club(s);Club(s) house;Infirmerie;Local de rangement";;;Scolaires,universités;;Découvert;Synthétique (hors gazon);1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements;;;2.30934;48.82486;Course sur piste;;QN07505I;;;
I751140044;CENTRE PARIS ANIM' MARC SANGNIER;20 AVENUE MARC SANGNIER;75014;75114;Paris 14e Arrondissement;2005-09-22;2017-02-24;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus,Tramway;21750001600019;;;E001I751140044;SALLE DOUCE;2105;Salle de danse;Salle ou terrain spécialisé;48.82526, 2.31025;true;false;true;true;false;true;true;true;true;false;true;true;true;false;true;false;false;true;false;false;false;;2007;3;4.0;9.0;15.0;135.0;;0;1;5;;;;;;;;;;www.casdal14.org;1971;;;;"L;X";"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";"Mise en conformité avec les règlements (sécurité,incendie,hygiène ...);Inadaptation aux attentes des usagers;Vétusté normale,remise à niveau";Autre;Autre - association(s) et groupes divers;;Intérieur;Parquet;1965-1974;;A partir de 2005;Commune;;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Accueil,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;2.31025;48.82526;Activités de forme et de santé,Autres Danses;;QN07505I;;;
I751180026;SALLES DE SPORTS NEY;101 BOULEVARD NEY;75018;75118;Paris 18e Arrondissement;2005-09-22;2017-10-16;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751180026;SALLE DE BOXE;1802;Salle de boxe;Salle de combat;48.89756, 2.33702;true;false;true;true;false;true;true;false;false;false;false;false;false;false;false;true;false;false;false;false;true;;;;2.0;10.0;12.0;120.0;;0;0;2;;;;;;;;;;http://equipement.paris.fr/salle-de-sport-ney-3349;1996;;;;;"Réception / Accueil;Local de rangement";;Gaz;Clubs sportifs,comités,ligues,fédérations;;Intérieur;Synthétique (hors gazon);1995-2004;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;Aire de jeu,Vestiaires;4KXG2CTAGX2K;2.33702;48.89756;Boxe française savate,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...;QN07509M;QN07509M;;;
I751180041;SQUARE SAINTE HELENE;43 RUE LETORT;75018;75118;Paris 18e Arrondissement;2005-09-22;2017-10-16;true;2025-03-31;;true;false;;;Handicap moteur;Métro,Bus;21750001600019;;;E001I751180041;TERRAIN MULTISPORTS;1701;Multisports/City-stades;Multisports/City-stades;48.89616, 2.34295;false;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;;;10.0;22.0;220.0;;0;0;0;;;;;;;;;;http://equipement.paris.fr/square-sainte-helene-2687;2008;;;;;;;;Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Découvert;Bitume;A partir de 2005;;;Commune;;Commune;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;proximité;;Aire de jeu;;;2.34295;48.89616;Basket-Ball,Football / Football en salle (Futsal);;QN07508M;;;
I751090005;COLLEGE PAUL GAUGUIN;35 RUE MILTON;75009;75109;Paris 9e Arrondissement;2005-09-22;2024-12-18;false;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;;;19752250100018;0752250N;;E001I751090005;GYMNASE DE TYPE C;1901;Salle multisports (gymnase);Salle multisports;48.8794, 2.34228;true;false;true;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;4;;;;;;0;0;1;;;;;;;;;;;1985;;;;X;Local de rangement;;Fuel;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers;;Intérieur;Synthétique (hors gazon);1985-1994;;;Département;;Département;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu;;FD9S6QS4NK87;2.34228;48.8794;Badminton,Jeu de volant,Basket-Ball,Tennis,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;2025-09-01;;
I751130005;E.N.S.T PARIS 13;46 Rue Barrault;75013;75113;Paris 13e Arrondissement;2005-09-22;2024-12-18;true;2025-03-31;Fermée en 2021;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;18009202500154;0753510H;Oui;E001I751130005;1 COURT DE TENNIS;501;Court de tennis;Court de tennis;48.82616, 2.34606;true;false;true;true;false;false;true;false;false;true;true;false;true;false;false;false;false;true;false;false;false;;;2;;14.0;30.0;420.0;;0;0;0;;;;;;;;;;https://www.telecom-paris.fr/;1992;INSTITUT MINES-TELECOM (IMT);Fermée en 2019;;;"Réception / Accueil;Bureau(x) Club(s);Infirmerie;Local de rangement;Salle(s) de réunion/cours";;;Scolaires,universités;;Découvert;Béton;1985-1994;;;Etablissement Public;;Etat;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;Aire de jeu,Cheminements,Sanitaires;Sanitaires;;2.34606;48.82616;Tennis;;;;;
I751130065;ECOLE - COLLEGE NOTRE-DAME DE LA GARE;20 RUE DE DOMREMY;75013;75113;Paris 13e Arrondissement;2005-09-22;2025-01-07;true;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;78454448800025;0753982W;;E001I751130065;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.83015, 2.37225;true;false;true;true;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;2014;4;4.0;7.3;16.0;116.0;;0;0;1;;;;;;;;;;www.lasallendg.fr;;OGEC;;;;"Réception / Accueil;Bureau(x) Club(s);Local de rangement;Salle(s) de réunion/cours";Vétusté normale,remise à niveau;Gaz;Scolaires,universités;;Intérieur;Bitume;Avant 1945;;A partir de 2005;Association(s);;Association(s);;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu;;TP2DQAWMZQS7;2.37225;48.83015;Autres Danses,Boxe Anglaise,Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine,Tennis de table;;;;;
I751150033;COLLEGE ANDRE CITROEN;208 RUE SAINT-CHARLES;75015;75115;Paris 15e Arrondissement;2005-09-22;2024-10-02;true;2025-03-31;"INSTALLATION GARDIENNEE - 1 ENTREE SPECIFIQUE POUR LES ASSOCIATIONS
400 ELEVES EN MOYENNE DEJEUNENT AU RESTAURANT SCOLAIRE";true;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;Bus,Métro;19754305100019;0754305X;Non;E001I751150033;GYMNASE DE TYPE A;1901;Salle multisports (gymnase);Salle multisports;48.8395, 2.27942;true;false;false;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;3;5.0;15.0;20.0;300.0;;0;1;2;;;;;;;;;;;1991;Ville de Paris;AUTRE ACTIVITE PRATIQUEE : TAI CHI CHUAN (niveau 3)2 VESTIAIRES - GALLERIE - PRESENCE DE CORDES A GRIMPER  ET D'AGRES DE GYMNASTIQUE;;R;Local de rangement;;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Intérieur;Synthétique (hors gazon);1985-1994;;1995-2004;Commune;Commune;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;P731TJW8QVNR;2.27942;48.8395;Activités de forme et de santé,Autres Danses,Badminton,Jeu de volant,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tai chi chuan / Chi gong,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;2025-09-01;;
I751150061;ETABLISSEMENT SAINTE ELISABETH;112 RUE DE LOURMEL;75015;75115;Paris 15e Arrondissement;2005-09-22;2025-01-07;false;2025-03-31;"2 VESTIAIRES SANS DOUCHE - INFIRMERIE
PROPRIETAIRE : EVECHE";true;true;"[""Etablissement scolaire""]";Etablissement scolaire;;Métro,Bus;78461709400015;0752901W;;E001I751150061;SALLE DE GYMNASTIQUE;2201;Salles polyvalentes / des fêtes / non spécialisées;Salle non spécialisée;48.842958, 2.285907;true;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;2;3.0;11.0;20.0;220.0;;0;0;2;;;;;;;;;;;1933;Collège privé Sainte-Élisabeth;"CATEGORIE ERP : 2 EME CATEGORIE
TYPE ERP : V

AGRES DE GYMNASTIQUE - ESPALIERS - LA SALLE PEUT ETRE DIVISEE EN 1 ET SERT DE SALLE DE REUNION";;;"Infirmerie;Local de rangement";;Gaz;Scolaires,universités;;Intérieur;Béton;Avant 1945;;1985-1994;Etablissement d'enseignement privé;;Etablissement d'enseignement privé;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;;;;;B6ZTZVDNZT78;2.285907;48.842958;Gymnastique Artistique;;;;;
I751200052;COLLEGE FRANCOISE DOLTO;354 RUE DES PYRENEES;75020;75120;Paris 20e Arrondissement;2005-09-22;2025-01-08;false;2025-03-31;;false;true;"[""Etablissement scolaire""]";Etablissement scolaire;;;19750552200015;0750552T;;E001I751200052;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.8729, 2.39084;true;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;;;3;3.0;9.0;18.0;162.0;;0;0;0;;;;;;;;;;http://clg-francoise-dolto.scola.ac-paris.fr/;;;"CATEGORIE ERP : 3EME CATEGORIE

AUTRES ACTIVITES PRATIQUEES : ACROSPORT - MINI TRAMPOLINE - PPB
2 BARRES ASSYMETRIQUES - CHAVAL - TREMPLINS - 4 ESPALIERS - 6 TABLES DE TENNIS DE TABLE";;;Local de rangement;;Gaz;Clubs sportifs,comités,ligues,fédérations,Scolaires,universités;;Intérieur;Parquet;1945-1964;;;Département;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;;;VMACVT3KM3ZH;2.39084;48.8729;Activités de forme et de santé,Boxe française savate,Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine /  bretonne / féminine,Tennis de table;;;2025-09-01;;
I751200058;COLLEGE ROBERT DOISNEAU;51 RUE DES PANOYAUX;75020;75120;Paris 20e Arrondissement;2005-09-22;2025-01-07;true;2025-03-31;"2 VESTIAIRES
IL EST ENVISAGE DE DESSINER UN TERRAIN DE HANDBALL AU NIVEAU DE LA COUR ET DE L'EQUIPER POUR UNE PRATIQUE REGULIERE";false;true;"[""Etablissement scolaire""]";Etablissement scolaire;Handicap moteur;;19754355600017;0754355B;;E001I751200058;GYMNASE;1901;Salle multisports (gymnase);Salle multisports;48.8695, 2.38798;true;false;false;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;;;2;4.0;17.0;30.0;510.0;;0;1;2;;;;;;;;;;http://clg-doisneau.scola.ac-paris.fr/;1990;;"CATEGORIE ERP : 2EME CATEGORIE

POUTRES - AGRES - 12 ESPALIERS - 10 TABLES DE TENNIS DE TABLE";;;Local de rangement;;Gaz;Scolaires,universités;;Intérieur;Synthétique (hors gazon);1985-1994;;;Département;;Etablissement Public;;false;;200054781;Métropole du Grand Paris;75056;Paris;751;Paris;75;75;Paris;Académie de Paris;11;Île-de-France;7;Grands centres urbains;;structurant;;Aire de jeu;;;2.38798;48.8695;Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley;;;;;
