X,Y,nom,id,objectid,numero_uai,appellatio,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,localisati,nature_uai,nature_u_1,code_depar,code_acade,code_commu
646085.0,6860120.5045,Ecole maternelle MURAT L,0751351L,6738,0751351L,Ecole maternelle,MURAT L,Public,162 boulevard Murat, , ,75016,PARIS,Paris 16e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75116
654234.299999997,6866052.7045,Ecole maternelle ARCHEREAU,0751357T,6739,0751357T,Ecole maternelle,ARCHEREAU,Public,63 rue Archereau, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75119
653766.700000003,6863688.0045,Ecole maternelle PARMENTIER Y,0751362Y,6740,0751362Y,Ecole maternelle,PARMENTIER Y,Public,155 avenue Parmentier, , ,75010,PARIS,Paris 10e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75110
656664.299999997,6863641.5045,Ecole maternelle PIERRE FONCIN H,0751371H,6741,0751371H,Ecole maternelle,PIERRE FONCIN H,Public,2 rue Pierre Foncin, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
655541.700000003,6863388.1045,Ecole maternelle RETRAIT,0751381U,6742,0751381U,Ecole maternelle,RETRAIT,Public,24 rue du Retrait, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
655135.200000003,6860799.9045,Ecole maternelle REUILLY X,0751384X,6743,0751384X,Ecole maternelle,REUILLY X,Public,59 rue de Reuilly, , ,75012,PARIS,Paris 12e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75112
649785.0,6865238.2045,Ecole maternelle SAUSSURE,0751390D,6744,0751390D,Ecole maternelle,SAUSSURE,Public,48 rue de Saussure, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
651047.799999997,6863169.4045,Ecole maternelle SOURDIERE,0751396K,6745,0751396K,Ecole maternelle,SOURDIERE,Public,27 rue de la Sourdière, , ,75001,PARIS,Paris  1er Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75101
651665.200000003,6861671.8045,Ecole maternelle ST ANDRE DES ARTS,0751398M,6746,0751398M,Ecole maternelle,ST ANDRE DES ARTS,Public,39 rue Saint André des Arts, , ,75006,PARIS,Paris  6e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75106
652407.399999999,6863185.1045,Ecole maternelle ST DENIS,0751401R,6747,0751401R,Ecole maternelle,ST DENIS,Public,221 rue Saint Denis, , ,75002,PARIS,Paris  2e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75102
652640.299999997,6865262.2045,Ecole maternelle ST LUC,0751404U,6748,0751404U,Ecole maternelle,ST LUC,Public,3 rue Saint Luc, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
652738.200000003,6858634.1045,Ecole maternelle TOLBIAC,0751410A,6749,0751410A,Ecole maternelle,TOLBIAC,Public,157 rue de Tolbiac, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75113
649029.100000001,6865258.0045,Ecole maternelle AMPERE,0751431Y,6750,0751431Y,Ecole maternelle,AMPERE,Public,18 rue Ampère, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
656213.0,6863223.5045,Ecole maternelle BRETONNEAU C,0751435C,6751,0751435C,Ecole maternelle,BRETONNEAU C,Public,12 rue Bretonneau, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
651554.700000003,6861189.1045,Ecole primaire VAUGIRARD U,0751450U,6752,0751450U,Ecole primaire,VAUGIRARD U,Public,9 rue de Vaugirard, , ,75006,PARIS,Paris  6e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75106
654395.5,6866250.6045,Ecole maternelle CAMBRAI,0751727V,6753,0751727V,Ecole maternelle,CAMBRAI,Public,5 bis rue Cambrai, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75119
649169.200000003,6858915.0045,Ecole primaire ALAIN FOURNIER J,0752246J,6754,0752246J,Ecole primaire,ALAIN FOURNIER J,Public,1  SQUARE ALAIN FOURNIER, , ,75014,PARIS,Paris 14e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75114
655119.299999997,6860215.8045,Ecole primaire BIGNON,0752330A,6755,0752330A,Ecole primaire,BIGNON,Public,4 rue Bignon, , ,75012,PARIS,Paris 12e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75112
651128.5,6864740.3045,Ecole maternelle CHAPTAL P,0752619P,6756,0752619P,Ecole maternelle,CHAPTAL P,Public,12 rue Chaptal, , ,75009,PARIS,Paris  9e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75109
652098.5,6858099.3045,Ecole maternelle LONGUES RAIES,0752623U,6757,0752623U,Ecole maternelle,LONGUES RAIES,Public,29 rue des Longues Raies, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75113
653480.899999999,6859419.2045,Ecole maternelle DUNOIS,0752624V,6758,0752624V,Ecole maternelle,DUNOIS,Public,70 rue Dunois, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75113
651450.0,6865643.9045,Ecole maternelle CONSTANTIN PECQUEUR,0752774H,6759,0752774H,Ecole maternelle,CONSTANTIN PECQUEUR,Public,1  PLACE CONSTANTIN PECQUEUR, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
649533.200000003,6859393.3045,Ecole maternelle ALESIA L,0752777L,6760,0752777L,Ecole maternelle,ALESIA L,Public,190 rue d'Alésia, , ,75014,PARIS,Paris 14e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75114
654954.0,6865763.1045,Ecole primaire privée Merkaz Ohr Joseph,0752804R,6761,0752804R,Ecole primaire privée Merkaz Ohr Joseph,MERKAZ OHR JOSEPH,Privé,29 bis rue de Thionville, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
649466.700000003,6865385.2045,Ecole maternelle JOUFFROY X,0752833X,6762,0752833X,Ecole maternelle,JOUFFROY X,Public,20 rue Jouffroy d'Abbans, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
655842.700000003,6863874.2045,Ecole primaire PELLEPORT,0752840E,6763,0752840E,Ecole primaire,PELLEPORT,Public,166 rue de Pelleport, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75120
656539.5,6861805.3045,Ecole maternelle MOURAUD,0752960K,6764,0752960K,Ecole maternelle,MOURAUD,Public,9 rue Mouraud, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
654929.399999999,6865223.9045,Ecole maternelle privée Pardess Hanna,0752968U,6765,0752968U,Ecole maternelle privée Pardess Hanna,PARDESS HANNA,Privé,49 rue Petit, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75119
647993.700000003,6861839.7045,Ecole maternelle FEDERATION,0753052K,6766,0753052K,Ecole maternelle,FEDERATION,Public,20 rue de la Fédération, , ,75015,PARIS,Paris 15e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75115
651544.0,6859451.5045,Ecole maternelle JEAN DOLENT,0753063X,6767,0753063X,Ecole maternelle,JEAN DOLENT,Public,11 rue Jean Dolent, , ,75014,PARIS,Paris 14e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75114
653435.600000001,6858297.8045,Ecole primaire B,0753125P,6768,0753125P,Ecole primaire B,IVRY EB,Public,47 avenue d'Ivry, , ,75013,PARIS,Paris 13e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75113
652438.700000003,6865343.9045,Ecole maternelle RICHOMME,0753127S,6769,0753127S,Ecole maternelle,RICHOMME,Public,18 rue Richomme, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
656011.899999999,6862112.8045,Ecole maternelle d'application FONTARABIE,0753129U,6770,0753129U,Ecole maternelle d'application,FONTARABIE,Public,12 rue Fontarabie, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,103,ECOLE MATERNELLE D APPLICATION,75,01,75120
649530.899999999,6859976.3045,Ecole maternelle ARISTIDE MAILLOL,0753193N,6771,0753193N,Ecole maternelle,ARISTIDE MAILLOL,Public,15 rue Aristide Maillol, , ,75015,PARIS,Paris 15e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75115
649280.100000001,6865769.0045,Ecole maternelle CHRISTINE DE PISAN,0753194P,6772,0753194P,Ecole maternelle,CHRISTINE DE PISAN,Public,24 rue Christine de Pisan, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
654681.799999997,6863553.3045,Ecole maternelle PALI KAO,0753264R,6773,0753264R,Ecole maternelle,PALI KAO,Public,32 rue Pali Kao, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75120
647609.100000001,6865249.3045,Ecole maternelle VILLIERS,0753340Y,6774,0753340Y,Ecole maternelle,VILLIERS,Public,22 avenue de la Porte de Villiers, , ,75017,PARIS,Paris 17e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75117
654547.899999999,6861962.6045,Ecole maternelle GODEFROY CAVAIGNAC V,0753360V,6775,0753360V,Ecole maternelle,GODEFROY CAVAIGNAC V,Public,31 rue Godeffroy Cavaignac, , ,75011,PARIS,Paris 11e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75111
651596.600000001,6865939.8045,Ecole maternelle RUISSEAU,0753581K,6776,0753581K,Ecole maternelle,RUISSEAU,Public,6 rue du Ruisseau, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
651407.299999997,6866904.4045,Ecole élémentaire B,0753737E,6777,0753737E,Ecole élémentaire B,FRANCOISE DORLEAC  EB,Public,8 place Francoise Dorléac, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75118
654444.600000001,6865714.0045,Ecole maternelle EMELIE,0754312E,6778,0754312E,Ecole maternelle,EMELIE,Public,8 passage Emelie, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75119
653662.399999999,6865253.5045,Ecole primaire TANGER,0754778L,6779,0754778L,Ecole primaire,TANGER,Public,17 rue de Tanger, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
651399.899999999,6863342.4045,Ecole primaire LOUVOIS,0754825M,6780,0754825M,Ecole primaire,LOUVOIS,Public,6 rue de Louvois, , ,75002,PARIS,Paris  2e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75102
652537.100000001,6863966.3045,Ecole maternelle MARTEL K,0754869K,6781,0754869K,Ecole maternelle,MARTEL K,Public,9 rue Martel, , ,75010,PARIS,Paris 10e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75110
651277.700000003,6866523.2045,Ecole maternelle PAUL ABADIE,0754983J,6782,0754983J,Ecole maternelle,PAUL ABADIE,Public,1 rue PAUL ABADIE, , ,75018,PARIS,Paris 18e  Arrondissement,Numéro de rue,101,ECOLE MATERNELLE,75,01,75118
654874.899999999,6863008.8045,Ecole Elémentaire Privée Heikhal  Menahem Sinai,0755024D,6783,0755024D,Ecole Elémentaire Privée Heikhal  Menahem Sinai,HEIKHAL MENAHEM SINAI,Privé,110 boulevard de Ménilmontant, , ,75020,PARIS,Paris 20e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75120
654137.899999999,6865146.0045,Ecole primaire HENRI NOGUERES,0755037T,6784,0755037T,Ecole primaire,HENRI NOGUERES,Public,10  RUE HENRI NOGUERES, , ,75019,PARIS,Paris 19e  Arrondissement,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,75,01,75119
660429.600000001,6881885.6045,Ecole élémentaire Paul Langevin,0951255Y,6785,0951255Y,Ecole élémentaire Paul Langevin,PAUL LANGEVIN,Public,24 boulevard de Verdun, , ,95190,GOUSSAINVILLE,Goussainville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95280
641951.5,6877327.7045,Ecole maternelle Henri Matisse,0951265J,6786,0951265J,Ecole maternelle Henri Matisse,HENRI MATISSE,Public,Place Gérard de Nerval, , ,95370,MONTIGNY LES CORMEILLES,Montigny-lès-Cormeilles,Numéro de rue,101,ECOLE MATERNELLE,95,25,95424
655271.600000001,6876052.5045,Ecole primaire privée Torat Emet,0951274U,6787,0951274U,Ecole primaire privée Torat Emet,OZAR HATORAH - TORAT EMET,Privé,1  RUE DES COQUETIERS, , ,95200,SARCELLES,Sarcelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95585
653784.899999999,6876391.0045,Ecole maternelle Chantepie,0951373B,6788,0951373B,Ecole maternelle Chantepie,CHANTEPIE,Public,Allée des Merlettes, , ,95200,SARCELLES,Sarcelles,Numéro de rue,101,ECOLE MATERNELLE,95,25,95585
634607.200099997,6882962.8045,Ecole élémentaire La Prairie,0951375D,6789,0951375D,Ecole élémentaire La Prairie,LA PRAIRIE,Public,Chemin des Ecoliers, , ,95310,ST OUEN L AUMONE,Saint-Ouen-l'Aumône,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95572
631682.9001,6882484.4045,Ecole maternelle Le Ponceau,0951408P,6790,0951408P,Ecole maternelle Le Ponceau,LE PONCEAU,Public,Place des 3 Cèdres, , ,95000,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
631317.4001,6883181.3045,Ecole élémentaire La Justice,0951417Z,6791,0951417Z,Ecole élémentaire La Justice,LA JUSTICE,Public,Rue DE LA JUSTICE POURPRE, , ,95000,CERGY,Cergy,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95127
640606.600000001,6884548.5045,Ecole maternelle Jean Jaurès,0951427K,6792,0951427K,Ecole maternelle Jean Jaurès,JEAN JAURES,Public,Impasse Jean Jaurès, , ,95540,MERY SUR OISE,Méry-sur-Oise,Numéro de rue,101,ECOLE MATERNELLE,95,25,95394
624376.700099997,6890167.6045,Ecole maternelle,0951433S,6793,0951433S,Ecole maternelle, ,Public,29 rue de Dampont, , ,95450,US,Us,Rue,101,ECOLE MATERNELLE,95,25,95625
637961.200000003,6878032.3045,Ecole maternelle Les Chênes,0951482V,6794,0951482V,Ecole maternelle Les Chênes,LES CHENES,Public,148 rue de Conflans, , ,95220,HERBLAY,Herblay,Numéro de rue,101,ECOLE MATERNELLE,95,25,95306
644219.799999997,6876598.8045,Ecole maternelle Les Quatre Noyers,0951489C,6795,0951489C,Ecole maternelle Les Quatre Noyers,LES QUATRE NOYERS,Public,Rue Victor Basch, , ,95130,FRANCONVILLE LA GARENNE,Franconville,Numéro de rue,101,ECOLE MATERNELLE,95,25,95252
645070.299999997,6875792.6045,Ecole maternelle Alphonse Daudet,0951513D,6796,0951513D,Ecole maternelle Alphonse Daudet,ALPHONSE DAUDET,Public,13 rue des Templiers, , ,95120,ERMONT,Ermont,Numéro de rue,101,ECOLE MATERNELLE,95,25,95219
657921.100000001,6877048.1045,Ecole maternelle Benjamin Rabier,0951515F,6797,0951515F,Ecole maternelle Benjamin Rabier,BENJAMIN RABIER,Public,35 rue Maurice Ravel, , ,95500,GONESSE,Gonesse,Numéro de rue,101,ECOLE MATERNELLE,95,25,95277
631566.600100003,6883182.5045,Ecole maternelle Le Parc,0951516G,6798,0951516G,Ecole maternelle Le Parc,LE PARC,Public,2 allée des Nations, , ,95000,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
629613.9001,6883431.4045,Ecole élémentaire Les Genottes,0951520L,6799,0951520L,Ecole élémentaire Les Genottes,LES GENOTTES,Public,3 allée des Marmousets, , ,95800,CERGY,Cergy,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95127
630113.100100003,6883677.7045,Ecole maternelle Belle Epine,0951553X,6800,0951553X,Ecole maternelle Belle Epine,BELLE EPINE,Public,22 chemin des 4 Saisons, , ,95800,CERGY,Cergy,Numéro de rue,101,ECOLE MATERNELLE,95,25,95127
628842.200099997,6881119.9045,Ecole élémentaire Les Groues,0951638P,6801,0951638P,Ecole élémentaire Les Groues,LES GROUES,Public,4 square de l'Ecole Buissonnière, , ,95490,VAUREAL,Vauréal,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95637
663463.799999997,6886640.2045,Ecole maternelle Le Bourg,0951640S,6802,0951640S,Ecole maternelle Le Bourg,LE BOURG,Public,56 rue Gabriel Péri, , ,95670,MARLY LA VILLE,Marly-la-Ville,Numéro de rue,101,ECOLE MATERNELLE,95,25,95371
653287.600000001,6878449.6045,Ecole maternelle Alphonse Daudet,0951650C,6803,0951650C,Ecole maternelle Alphonse Daudet,ALPHONSE DAUDET,Public,Avenue Mozart, , ,95350,ST BRICE SOUS FORET,Saint-Brice-sous-Forêt,Numéro de rue,101,ECOLE MATERNELLE,95,25,95539
645692.799999997,6875059.4045,Ecole primaire la Belle Etoile,0951711U,6804,0951711U,Ecole primaire la Belle Etoile,LA BELLE ETOILE,Public,10 rue du 11 Novembre, , ,95110,SANNOIS,Sannois,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95582
651832.600000001,6875715.8045,Ecole maternelle Lac Marchais,0951712V,6805,0951712V,Ecole maternelle Lac Marchais,LAC MARCHAIS,Public,19 rue des Tilleuls, , ,95170,DEUIL LA BARRE,Deuil-la-Barre,Numéro de rue,101,ECOLE MATERNELLE,95,25,95197
628148.300099999,6882025.5045,Ecole primaire Les Sablons,0951735V,6806,0951735V,Ecole primaire Les Sablons,LES SABLONS,Public,10 rue JULES VALLES, , ,95490,VAUREAL,Vauréal,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95637
650834.100000001,6874221.7045,Ecole maternelle Gallieni,0951736W,6807,0951736W,Ecole maternelle Gallieni,GALLIENI,Public,2 rue du Camp, , ,95170,DEUIL LA BARRE,Deuil-la-Barre,Numéro de rue,101,ECOLE MATERNELLE,95,25,95197
628528.700099997,6881511.8045,Ecole maternelle l'Allée Couverte,0951741B,6808,0951741B,Ecole maternelle l'Allée Couverte,L ALLEE COUVERTE,Public,61 avenue Gavroche, , ,95490,VAUREAL,Vauréal,Numéro de rue,101,ECOLE MATERNELLE,95,25,95637
644968.399999999,6871843.6045,Ecole maternelle Jacques Prévert,0951745F,6809,0951745F,Ecole maternelle Jacques Prévert,JACQUES PREVERT,Public,19 rue de la Poste, , ,95100,ARGENTEUIL,Argenteuil,Numéro de rue,101,ECOLE MATERNELLE,95,25,95018
655297.5,6878591.6045,Ecole maternelle Louis Jouvet,0951834C,6810,0951834C,Ecole maternelle Louis Jouvet,LOUIS JOUVET,Public,1 place du Général Leclerc, , ,95400,VILLIERS LE BEL,Villiers-le-Bel,Numéro de rue,101,ECOLE MATERNELLE,95,25,95680
641609.799999997,6878786.6045,Ecole maternelle La Chesnaie,0951835D,6811,0951835D,Ecole maternelle La Chesnaie,LA CHESNAIE,Public,Avenue Michelet, , ,95250,BEAUCHAMP,Beauchamp,Numéro de rue,101,ECOLE MATERNELLE,95,25,95051
650194.0,6873500.4045,Ecole maternelle Antoine de Saint-Exupéry,0951925B,6812,0951925B,Ecole maternelle Antoine de Saint-Exupéry,ANTOINE DE SAINT EXUPERY,Public,39 rue Saint Exupéry, , ,95170,DEUIL LA BARRE,Deuil-la-Barre,Numéro de rue,101,ECOLE MATERNELLE,95,25,95197
655790.299999997,6874346.5045,Ecole élémentaire Antoine de Saint-Exupéry,0951951E,6813,0951951E,Ecole élémentaire Antoine de Saint-Exupéry,ANTOINE DE SAINT EXUPERY,Public,Rue des Louvres, , ,95140,GARGES LES GONESSE,Garges-lès-Gonesse,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95268
659924.799999997,6881355.9045,Ecole primaire Jacques Prévert,0951953G,6814,0951953G,Ecole primaire Jacques Prévert,JACQUES PREVERT,Public,Rue Hélène Boucher, , ,95190,GOUSSAINVILLE,Goussainville,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95280
633265.100100003,6884858.0045,Ecole maternelle eugene ducher,0952096M,6815,0952096M,Ecole maternelle eugene ducher,EUGENE DUCHER,Public,16 boulevard de l'Europe, , ,95300,PONTOISE,Pontoise,Numéro de rue,101,ECOLE MATERNELLE,95,25,95500
647526.200000003,6877610.6045,Ecole élémentaire Jean-Jacques Rousseau,0952102U,6816,0952102U,Ecole élémentaire Jean-Jacques Rousseau,JEAN-JACQUES ROUSSEAU,Public,31 route de Margency, , ,95600,EAUBONNE,Eaubonne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95203
655494.0,6876027.3045,Ecole NER,0952150W,6817,0952150W,Ecole NER,NER,Privé,4 rue JEAN LURCAT, , ,95200,SARCELLES,Sarcelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95585
642651.200000003,6889930.2045,Ecole primaire laïque la marelle,0952153Z,6818,0952153Z,Ecole primaire laïque la marelle,LA MARELLE,Privé,28 avenue CHARLES BINDER, , ,95290,L ISLE ADAM,L'Isle-Adam,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95313
637320.0,6877903.9045,école primaire Jean-Louis Etienne,0952183G,6819,0952183G,école primaire Jean-Louis Etienne,JEAN LOUIS ETIENNE,Public,1 esplanade DES FRERES LUMIERE, , ,95220,HERBLAY,Herblay,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95306
655339.5,6877466.5045,Ecole élémentaire privée Fihri,0952214R,6820,0952214R,Ecole élémentaire privée Fihri,ACADEMIE FIHRI,Privé,24 rue DE L'ESCOUVRIER, , ,95200,SARCELLES,Sarcelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95585
643512.0,6871927.4045,Ecole élémentaire privée Cours Charlemagne,0952224B,6821,0952224B,Ecole élémentaire privée Cours Charlemagne,COURS CHARLEMAGNE D'ARGENTEUIL,Privé,94 rue D'ASCQ, , ,95100,ARGENTEUIL,Argenteuil,Rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95018
645151.5,6880327.0045,Ecole élémentaire privée démocratique espace Harmonie,0952225C,6822,0952225C,Ecole élémentaire privée démocratique espace Harmonie,DEMOCRATIQUE,Privé,10 chemin D'APOLLON, , ,95320,ST LEU LA FORET,Saint-Leu-la-Forêt,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,95,25,95563
670270.299999997,6864633.9045,Ecole primaire privée Guy Gasnier,0771253U,6823,0771253U,Ecole primaire privée Guy Gasnier,GASNIER GUY,Privé,1 rue JEAN VERON, , ,77500,CHELLES,Chelles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77108
696029.5,6809024.5046,Ecole primaire privée Sacré Coeur,0771271N,6824,0771271N,Ecole primaire privée Sacré Coeur,SACRE COEUR,Privé,2 rue Paul Quesvers, , ,77130,MONTEREAU FAULT YONNE,Montereau-Fault-Yonne,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77305
678354.200000003,6879163.1045,Ecole primaire privée Bautain,0771276U,6825,0771276U,Ecole primaire privée Bautain,BAUTAIN,Privé,13 rue Sainte Marie, , ,77230,JUILLY,Juilly,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77241
677430.899999999,6796537.3046,Ecole primaire privée Sainte-Marie,0771292L,6826,0771292L,Ecole primaire privée Sainte-Marie,SAINTE-MARIE,Privé,6 avenue Gambetta, , ,77140,NEMOURS,Nemours,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77333
721823.100000001,6828743.1045,Ecole primaire privée Sainte Croix,0771295P,6827,0771295P,Ecole primaire privée Sainte Croix,SAINTE CROIX,Privé,8 rue Pierre Ypres, , ,77160,PROVINS,Provins,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,77,24,77379
620062.300099999,6877555.6045,Ecole élémentaire privée Sainte Marie,0780029H,6828,0780029H,Ecole élémentaire privée Sainte Marie,STE MARIE,Privé,6 rue de l'Abbé Duval, , ,78130,LES MUREAUX,Les Mureaux,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78440
626652.4001,6853360.6045,Ecole élémentaire privée Sainte Marie,0780048D,6829,0780048D,Ecole élémentaire privée Sainte Marie,STE MARIE,Privé,27 rue Jean Jaurès, , ,78190,TRAPPES,Trappes,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78621
633672.600100003,6863640.9045,Ecole élémentaire privée Blanche de Louvencourt,0780081P,6830,0780081P,Ecole élémentaire privée Blanche de Louvencourt,BLANCHE DE LOUVENCOURT,Privé,01 RUE DE LOUVENCOURT, ,32,78160,MARLY LE ROI,Marly-le-Roi,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78372
596087.4001,6882916.5045,Ecole élémentaire privée Saint Louis,0780085U,6831,0780085U,Ecole élémentaire privée Saint Louis,ST LOUIS,Privé,23 rue Georges Herrewyn, , ,78270,BONNIERES SUR SEINE,Bonnières-sur-Seine,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78089
638287.600000001,6865581.4045,Ecole élémentaire privée Perceval,0780108U,6832,0780108U,Ecole élémentaire privée Perceval,PERCEVAL,Privé,05 AVENUE D EPREMESNIL, , ,78400,CHATOU,Chatou,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78146
634008.600100003,6866550.2045,Ecole élémentaire privée Saint Erembert,0780133W,6833,0780133W,Ecole élémentaire privée Saint Erembert,ST EREMBERT,Privé,05 RUE SALOMON REINACH, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78551
636613.600000001,6857158.4045,Ecole élémentaire privée d' Hulst,0780140D,6834,0780140D,Ecole élémentaire privée d' Hulst,SAINT JEAN HULST,Privé,16 rue Rémilly, , ,78000,VERSAILLES,Versailles,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78646
637425.899999999,6865645.5045,Ecole élémentaire privée Le Bon Sauveur,0780148M,6835,0780148M,Ecole élémentaire privée Le Bon Sauveur,LE BON SAUVEUR,Privé,06 rue HENRI CLOPPET, , ,78110,LE VESINET,Le Vésinet,Numéro de rue,151,ECOLE DE NIVEAU ELEMENTAIRE,78,25,78650
