objectid,numero_uai,appellatio,denominati,patronyme_,secteur_pu,adresse_ua,lieu_dit_u,boite_post,code_posta,localite_a,libelle_co,appariemen,localisati,nature_uai,etat_eta_1,code_depar,code_acade,code_commu,libelle_de,libelle_ac,contrat,id,nom,x,y
856,0911983L,Lycée général et technologique Jules Verne,LYCEE GENERAL ET TECHNOLOGIQUE,JULES VERNE,Public,49 rue D'ARPAJON, , ,91470,LIMOURS,Limours,Parfaite,Numéro de rue,300,OUVERT,91,25,91338,Essonne,Versailles,Public,0911983L,Lycée général et technologique Jules Verne,632854.100052,6838489.90454
857,0912142J,"Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique",LPO LYCEE DES METIERS,GASPARD MONGE,Public,1 place GASPARD MONGE, , ,91600,SAVIGNY SUR ORGE,Savigny-sur-Orge,Parfaite,Numéro de rue,306,OUVERT,91,25,91589,Essonne,Versailles,Public,0912142J,"Lycée polyvalent Gaspard Monge, lycée des métiers de l'automobile et de la logistique",652752.900037,6842043.90454
858,0920131T,Lycée général et technologique Auguste Renoir,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE RENOIR,Public,137 rue DU MENIL, , ,92600,ASNIERES SUR SEINE,Asnières-sur-Seine,Parfaite,Numéro de rue,300,OUVERT,92,25,92004,Hauts-de-Seine,Versailles,Public,0920131T,Lycée général et technologique Auguste Renoir,647287.400041,6869289.80453
859,0920132U,Lycée général et technologique Albert Camus,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CAMUS,Public,131 rue PIERRE JOIGNEAUX, , ,92270,BOIS COLOMBES,Bois-Colombes,Parfaite,Numéro de rue,300,OUVERT,92,25,92009,Hauts-de-Seine,Versailles,Public,0920132U,Lycée général et technologique Albert Camus,645674.200043,6868066.10453
860,0920137Z,Lycée général et technologique Guy de Maupassant,LYCEE GENERAL ET TECHNOLOGIQUE,GUY DE MAUPASSANT,Public,52 rue Robert Schuman, , ,92701,COLOMBES CEDEX,Colombes,Correcte,Numéro de rue,300,OUVERT,92,25,92025,Hauts-de-Seine,Versailles,Public,0920137Z,Lycée général et technologique Guy de Maupassant,644477.400043,6870051.70453
861,0920146J,Lycée d'enseignement général Marie Curie,LYCEE D'ENSEIGNEMENT GENERAL,MARIE CURIE,Public,1 rue CONSTANT PILATE, , ,92331,SCEAUX CEDEX,Sceaux,Parfaite,Numéro de rue,302,OUVERT,92,25,92071,Hauts-de-Seine,Versailles,Public,0920146J,Lycée d'enseignement général Marie Curie,647642.500041,6853269.90454
862,0920166F,"Lycée professionnel Vassily Kandinsky, lycée des métiers de l'esthétique et des services à la personne",LP LYCEE DES METIERS,VASSILY KANDINSKY,Public,96 boulevard BINEAU, , ,92200,NEUILLY SUR SEINE,Neuilly-sur-Seine,Parfaite,Numéro de rue,320,OUVERT,92,25,92051,Hauts-de-Seine,Versailles,Public,0920166F,"Lycée professionnel Vassily Kandinsky, lycée des métiers de l'esthétique et des services à la personne",646967.500041,6865605.70453
863,0920799U,Lycée général et technologique Richelieu,LYCEE GENERAL ET TECHNOLOGIQUE,RICHELIEU,Public,64 rue GEORGE SAND, , ,92501,RUEIL MALMAISON CEDEX,Rueil-Malmaison,Parfaite,Numéro de rue,300,OUVERT,92,25,92063,Hauts-de-Seine,Versailles,Public,0920799U,Lycée général et technologique Richelieu,639806.300047,6863329.60453
864,0920802X,Lycée général et technologique Jean-Pierre Vernant,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-PIERRE VERNANT,Public,21 RUE DU DR LEDERMANN, , ,92310,SEVRES,Sèvres,Correcte,Numéro de rue,300,OUVERT,92,25,92072,Hauts-de-Seine,Versailles,Public,0920802X,Lycée général et technologique Jean-Pierre Vernant,642104.500045,6858645.30453
865,0921229L,"Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement",LPO LYCEE DES METIERS,ANATOLE-FRANCE,Public,130 boulevard DE VALMY, , ,92700,COLOMBES,Colombes,Parfaite,Numéro de rue,306,OUVERT,92,25,92025,Hauts-de-Seine,Versailles,Public,0921229L,"Lycée polyvalent Anatole-France, lycée des métiers de l'électrotechnique, des services et de la tapisserie d'ameublement",645494.800043,6870437.40453
866,0921500F,"Lycée professionnel Voilin, lycée des métiers de l'accueil, de la vente et des services aux entreprises",LP LYCEE DES METIERS,VOILIN,Public,26 rue LUCIEN VOILIN, , ,92800,PUTEAUX,Puteaux,Parfaite,Numéro de rue,320,OUVERT,92,25,92062,Hauts-de-Seine,Versailles,Public,0921500F,"Lycée professionnel Voilin, lycée des métiers de l'accueil, de la vente et des services aux entreprises",644066.800044,6865003.70453
867,0921555R,Lycée général et technologique Jacques Monod,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES MONOD,Public,46 RUE DU FORT, , ,92140,CLAMART,Clamart,Parfaite,Numéro de rue,300,OUVERT,92,25,92023,Hauts-de-Seine,Versailles,Public,0921555R,Lycée général et technologique Jacques Monod,646496.100042,6855302.60454
868,0921592F,"Lycée professionnel Les Cotes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie",LP LYCEE DES METIERS,LES COTES DE VILLEBON,Public,3 rue HENRI ETLIN, , ,92360,MEUDON,Meudon,Parfaite,Numéro de rue,320,OUVERT,92,25,92048,Hauts-de-Seine,Versailles,Public,0921592F,"Lycée professionnel Les Cotes de Villebon, lycée des métiers de bouche, du commerce et de l'industrie",642732.500045,6855241.30454
869,0921626T,Lycée professionnel Claude Chappe,LYCEE PROFESSIONNEL,CLAUDE CHAPPE,Public,54 rue DES ALOUETTES, , ,92000,NANTERRE,Nanterre,Parfaite,Numéro de rue,320,OUVERT,92,25,92050,Hauts-de-Seine,Versailles,Public,0921626T,Lycée professionnel Claude Chappe,642126.000045,6865128.00453
870,0921676X,"Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale",LP LYCEE DES METIERS,THEODORE MONOD,Public,26 avenue LEON JOUHAUX, , ,92160,ANTONY,Antony,Parfaite,Numéro de rue,320,OUVERT,92,25,92002,Hauts-de-Seine,Versailles,Public,0921676X,"Lycée professionnel Théodore Monod, lycée des métiers de l'hôtellerie et des services à vocation internationale",648992.50004,6848526.00454
871,0922249V,Lycée polyvalent Montesquieu,LYCEE POLYVALENT,MONTESQUIEU,Public,21 rue DU CAPITAINE FACQ, , ,92350,LE PLESSIS ROBINSON,Le Plessis-Robinson,Correcte,Numéro de rue,306,OUVERT,92,25,92060,Hauts-de-Seine,Versailles,Public,0922249V,Lycée polyvalent Montesquieu,645877.300042,6853237.40454
872,0922277A,Lycée polyvalent Charles Petiet,LYCEE POLYVALENT,CHARLES PETIET,Public,65 boulevard GALLIENI, ,26,92390,VILLENEUVE LA GARENNE,Villeneuve-la-Garenne,Parfaite,Numéro de rue,306,OUVERT,92,25,92078,Hauts-de-Seine,Versailles,Public,0922277A,Lycée polyvalent Charles Petiet,650818.300038,6869971.00453
873,0922398G,"Lycée polyvalent Gustave Eiffel, lycée des métiers de la santé, de la communication et du commerce",LPO LYCEE DES METIERS,GUSTAVE EIFFEL,Public,78 avenue DU PDT POMPIDOU, , ,92500,RUEIL MALMAISON,Rueil-Malmaison,Correcte,Numéro de rue,306,OUVERT,92,25,92063,Hauts-de-Seine,Versailles,Public,0922398G,"Lycée polyvalent Gustave Eiffel, lycée des métiers de la santé, de la communication et du commerce",640889.100046,6863757.30453
874,0922615T,Lycée d'enseignement général Lucie Aubrac,LYCEE D'ENSEIGNEMENT GENERAL,LUCIE AUBRAC,Public,16 rue VICTOR HUGO, , ,92400,COURBEVOIE,Courbevoie,Parfaite,Numéro de rue,302,OUVERT,92,25,92026,Hauts-de-Seine,Versailles,Public,0922615T,Lycée d'enseignement général Lucie Aubrac,644943.600043,6865977.80453
875,0930962R,Lycée général privé Charles Péguy,LYCEE GENERAL PRIVE,CHARLES PEGUY,Privé,216 avenue Henri Barbusse, , ,93000,BOBIGNY,Bobigny,Parfaite,Numéro de rue,302,OUVERT,93,24,93008,Seine-Saint-Denis,Créteil,Privé sous contrat,0930962R,Lycée général privé Charles Péguy,658562.700032,6868079.30453
876,0752803P,International School of Paris (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,INTERNATIONAL SCHOOL OF PARIS,Privé,6  RUE BEETHOVEN, , ,75016,PARIS,Paris 16e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75116,Paris,Paris,Privé hors contrat,0752803P,International School of Paris (Ecole secondaire privée),647705.900041,6862304.60453
877,0753819U,Institut du Marais-Charlemagne-Pollès (Ecole secondaire privée),ECOLE GEN.ET TECHNOL. PRIVEE,INST MARAIS-CHARLEMAGNE-POLLES,Privé,9 rue DIEU, , ,75010,PARIS,Paris 10e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75110,Paris,Paris,Privé hors contrat,0753819U,Institut du Marais-Charlemagne-Pollès (Ecole secondaire privée),653379.400036,6863556.40453
878,0753829E,Etablissement privé Claude Bernard,ECOLE 2D DEGRE GENERAL PRIVEE,CLAUDE BERNARD,Privé,34 rue de la Clef, , ,75005,PARIS,Paris  5e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75105,Paris,Paris,Privé hors contrat,0753829E,Etablissement privé Claude Bernard,652494.100037,6860386.90453
879,0753895B,Cours Molière (Ecole secondaire privée),ECOLE 2D DEGRE GENERAL PRIVEE,MOLIERE,Privé,2 boulevard SOULT, , ,75012,PARIS,Paris 12e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75112,Paris,Paris,Privé hors contrat,0753895B,Cours Molière (Ecole secondaire privée),656512.300034,6859710.50453
880,0753915Y,Lycée général privé Blomet,LYCEE GENERAL PRIVE,BLOMET,Privé,5 rue Blomet, , ,75015,PARIS,Paris 15e  Arrondissement,Parfaite,Numéro de rue,302,OUVERT,75,01,75115,Paris,Paris,Privé sous contrat,0753915Y,Lycée général privé Blomet,649277.60004,6860657.10453
881,0755849A,Lycée privé EIB The Victor Hugo School,ECOLE GEN.ET TECHNOL.PRIVEE,EIB THE VICTOR HUGO SCHOOL,Privé,23 rue de Cronstadt, , ,75015,PARIS,Paris 15e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75115,Paris,Paris,Privé hors contrat,0755849A,Lycée privé EIB The Victor Hugo School,648762.60004,6859568.50453
882,0755859L,Lycée Sudbury School Paris,ECOLE 2D DEGRE GENERAL PRIVEE,SUDBURY SCHOOL PARIS,Privé,2 rue du Dessous des Berges, , ,75013,PARIS,Paris 13e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75113,Paris,Paris, ,0755859L,Lycée Sudbury School Paris,654152.200036,6858430.90453
883,0755898D,Ecole Canadienne de Paris,LYCEE PRIVE,ECOLE CANADIENNE DE PARIS,Privé,5 rue d'Aguesseau, , ,75008,PARIS,Paris  8e  Arrondissement,Parfaite,Numéro de rue,300,OUVERT,75,01,75108,Paris,Paris, ,0755898D,Ecole Canadienne de Paris,650060.300039,6863547.50453
884,0771028Z,Section d'enseignement professionnel du Lycée Etienne Bezout,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE ETIENNE BEZOUT,Public,31 AVENUE ETIENNE DAILLY, , ,77796,NEMOURS CEDEX,Nemours,Parfaite,Numéro de rue,334,OUVERT,77,24,77333,Seine-et-Marne,Créteil, ,0771028Z,Section d'enseignement professionnel du Lycée Etienne Bezout,678701.300017,6795836.50457
885,0771200L,Lycée général et technologique privé Blanche de Castille,LYCEE POLYVALENT PRIVE,BLANCHE DE CASTILLE,Privé,42 bis rue du Château, , ,77300,FONTAINEBLEAU,Fontainebleau,Parfaite,Numéro de rue,306,OUVERT,77,24,77186,Seine-et-Marne,Créteil,Privé sous contrat,0771200L,Lycée général et technologique privé Blanche de Castille,678040.400017,6811794.40456
886,0782071C,Section d'enseignement professionnel du lycée polyvalent Adrienne Bolland,SECTION ENSEIGNT PROFESSIONNEL,LPO ADRIENNE BOLLAND,Public,62 boulevard Devaux, ,2375,78300,POISSY,Poissy,Parfaite,Numéro de rue,334,OUVERT,78,25,78498,Yvelines,Versailles, ,0782071C,Section d'enseignement professionnel du lycée polyvalent Adrienne Bolland,630485.500054,6870782.10453
887,0782072D,Section d'enseignement professionnel du lycée polyvalent Leopold Sedar Senghor,SECTION ENSEIGNT PROFESSIONNEL,LPO LEOPOLD SEDAR SENGHOR,Public,Place Pierre Bérégovoy, , ,78200,MAGNANVILLE,Magnanville,Parfaite,Numéro de rue,334,OUVERT,78,25,78354,Yvelines,Versailles, ,0782072D,Section d'enseignement professionnel du lycée polyvalent Leopold Sedar Senghor,603612.500075,6874813.40453
888,0782131T,Ecole 2D degré général privée Saint Dominique,ECOLE 2D DEGRE GENERAL PRIVEE,ST DOMINIQUE,Privé,18 avenue Charles de Gaulle, , ,78230,LE PECQ,Le Pecq,Parfaite,Numéro de rue,302,OUVERT,78,25,78481,Yvelines,Versailles,Privé hors contrat,0782131T,Ecole 2D degré général privée Saint Dominique,634161.500052,6865670.50453
889,0783283V,Lycée général et technologique privé L'Ermitage,LYCEE GEN. ET TECHNOL. PRIVE,L'ERMITAGE,Privé,24 RUE DES COTES, , ,78600,MAISONS LAFFITTE,Maisons-Laffitte,Parfaite,Numéro de rue,300,OUVERT,78,25,78358,Yvelines,Versailles,Privé sous contrat,0783283V,Lycée général et technologique privé L'Ermitage,637407.900049,6871802.20453
890,0783293F,Lycée général et technologique privé Les Chataigniers,LYCEE GEN.ET TECHNOL.PRIVE,LES CHATAIGNIERS,Privé,11 bis avenue Jean Jaurès, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,300,OUVERT,78,25,78646,Yvelines,Versailles, ,0783293F,Lycée général et technologique privé Les Chataigniers,637191.300049,6857831.50453
891,0783323N,Lycée technologique privé Saint Thomas de Villeneuve,LYCEE TECHNOLOGIQUE PRIVE,SAINT THOMAS DE VILLENEUVE,Privé,15 RUE DES LOUVIERS, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,301,OUVERT,78,25,78551,Yvelines,Versailles,Privé sous contrat,0783323N,Lycée technologique privé Saint Thomas de Villeneuve,633379.600052,6866846.10453
892,0783504K,Ecole technologique privée Sportifs de Haut Niveau,ECOLE TECHNOLOGIQUE PRIVEE,SPORTIFS DE HAUT NIVEAU,Privé,4 BIS AVENUE KENNEDY, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,301,OUVERT,78,25,78551,Yvelines,Versailles,Privé hors contrat,0783504K,Ecole technologique privée Sportifs de Haut Niveau,632847.700053,6868678.40453
893,0783608Y,Ecole 2D degré général privée Cours Marie des Lys,ECOLE 2D DEGRE GENERAL PRIVEE,COURS MARIE DES LYS,Privé,1 TER RUE ANTOINE COYPEL, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,302,OUVERT,78,25,78646,Yvelines,Versailles,Privé hors contrat,0783608Y,Ecole 2D degré général privée Cours Marie des Lys,637015.500049,6855897.40454
894,0783643L,Ecole 2D degré général privée Lycée et Prépa Climax,ECOLE 2D DEGRE GENERAL PRIVEE,LYCEE ET PREPA CLIMAX,Privé,7  RUE JEAN MERMOZ, , ,78000,VERSAILLES,Versailles,Parfaite,Numéro de rue,302,A FERMER,78,25,78646,Yvelines,Versailles,Privé hors contrat,0783643L,Ecole 2D degré général privée Lycée et Prépa Climax,637085.900049,6855549.00454
895,0783685G,Lycée polyvalent FERRANDI Paris Campus de Jouy-en-Josas,ECOLE 2D DEGRE POLYVAL PRIVEE,FERRANDI,Privé,Chemin DE L'ORME ROND, , ,78350,JOUY EN JOSAS,Jouy-en-Josas,Parfaite,Numéro de rue,306,OUVERT,78,25,78322,Yvelines,Versailles,Privé hors contrat,0783685G,Lycée polyvalent FERRANDI Paris Campus de Jouy-en-Josas,637805.500049,6851681.10454
896,0783713M,Ecole technique privée esthétique Camille Séline,ECOLE TECHNOLOGIQUE PRIVEE,ESTHETIQUE CAMILLE SELINE,Privé,6 avenue Charles de Gaulle, , ,78150,LE CHESNAY,Le Chesnay,Parfaite,Numéro de rue,301,OUVERT,78,25,78158,Yvelines,Versailles, ,0783713M,Ecole technique privée esthétique Camille Séline,635280.800051,6859089.40453
897,0910823A,Lycée général et technologique privé Ile de France,LYCEE GEN.ET TECHNOL.PRIVE,ILE DE FRANCE,Privé,7 RUE DU BARON DE NIVIERE, , ,91140,VILLEBON SUR YVETTE,Villebon-sur-Yvette,Parfaite,Numéro de rue,300,OUVERT,91,25,91661,Essonne,Versailles,Privé sous contrat,0910823A,Lycée général et technologique privé Ile de France,645277.000043,6844569.90454
898,0950762M,Lycée général et technologique privé Saint Martin de France,LYCEE GEN.ET TECHNOL.PRIVE,SAINT MARTIN DE FRANCE,Privé,1 avenue de Verdun, , ,95300,PONTOISE,Pontoise,Parfaite,Numéro de rue,300,OUVERT,95,25,95500,Val-d'Oise,Versailles,Privé sous contrat,0950762M,Lycée général et technologique privé Saint Martin de France,633670.200052,6882925.60452
899,0950804H,Lycée professionnel privé Notre-Famille,LYCEE PROFESSIONNEL PRIVE,NOTRE-FAMILLE,Privé,2 RUE DES PATIS, , ,95520,OSNY,Osny,Parfaite,Numéro de rue,320,OUVERT,95,25,95476,Val-d'Oise,Versailles,Privé sous contrat,0950804H,Lycée professionnel privé Notre-Famille,632161.800053,6884927.50452
900,0951221L,Lycée polyvalent privé Vauban,LYCEE POLYVALENT PRIVE,VAUBAN,Privé,23 PLACE DU PETIT MARTROY, , ,95300,PONTOISE,Pontoise,Parfaite,Numéro de rue,306,OUVERT,95,25,95500,Val-d'Oise,Versailles,Privé sous contrat,0951221L,Lycée polyvalent privé Vauban,633977.800052,6883865.40452
901,0931739K,Lycée professionnel Jean Moulin,LYCEE PROFESSIONNEL,JEAN MOULIN,Public,2 rue MISSAK MANOUCHIAN, , ,93110,ROSNY SOUS BOIS,Rosny-sous-Bois,Correcte,Numéro de rue,320,OUVERT,93,24,93064,Seine-Saint-Denis,Créteil,Public,0931739K,Lycée professionnel Jean Moulin,663049.000029,6862724.90453
902,0932073Y,Lycée polyvalent Paul Robert,LYCEE POLYVALENT,PAUL ROBERT,Public,2 rue du Château, , ,93260,LES LILAS,Les Lilas,Parfaite,Numéro de rue,306,OUVERT,93,24,93045,Seine-Saint-Denis,Créteil,Public,0932073Y,Lycée polyvalent Paul Robert,657525.300033,6864921.60453
903,0932126F,Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration,LPO LYCEE DES METIERS,FRANCOIS RABELAIS,Public,Rue FRANCOIS RABELAIS, , ,93440,DUGNY,Dugny,Parfaite,Numéro de rue,306,OUVERT,93,24,93030,Seine-Saint-Denis,Créteil,Public,0932126F,Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration,657254.200033,6872222.80453
904,0932221J,Lycée polyvalent Blaise Pascal - Lycée des métiers de la santé et de l'aide à la personne,LPO LYCEE DES METIERS,BLAISE PASCAL,Public,18 rue MARC VIEVILLE, , ,93250,VILLEMOMBLE,Villemomble,Parfaite,Numéro de rue,306,OUVERT,93,24,93077,Seine-Saint-Denis,Créteil,Public,0932221J,Lycée polyvalent Blaise Pascal - Lycée des métiers de la santé et de l'aide à la personne,664116.400028,6864753.70453
905,0940122X,Lycée polyvalent Condorcet,LYCEE POLYVALENT,CONDORCET,Public,1 avenue CONDORCET, , ,94214,LA VARENNE ST HILAIRE CEDEX,Saint-Maur-des-Fossés,Parfaite,Numéro de rue,306,OUVERT,94,24,94068,Val-de-Marne,Créteil,Public,0940122X,Lycée polyvalent Condorcet,664147.700028,6855195.90454
906,0940134K,Lycée professionnel Val de Bièvre,LYCEE PROFESSIONNEL,VAL DE BIEVRE,Public,15 rue D'ARCUEIL, , ,94257,GENTILLY CEDEX,Gentilly,Correcte,Numéro de rue,320,OUVERT,94,24,94037,Val-de-Marne,Créteil,Public,0940134K,Lycée professionnel Val de Bièvre,651940.600038,6857250.00454
907,0951048Y,Lycée général et technologique privé Torat Emet,LYCEE GEN.ET TECHNOL.PRIVE,TORAT EMET,Privé,14 avenue CHARLES PEGUY, , ,95200,SARCELLES,Sarcelles,Parfaite,Numéro de rue,300,OUVERT,95,25,95585,Val-d'Oise,Versailles,Privé sous contrat,0951048Y,Lycée général et technologique privé Torat Emet,654344.200036,6875920.10453
908,0771617P,Section d'enseignement professionnel du Lycée Clément Ader,SECTION ENSEIGNT PROFESSIONNEL,DU LYCEE CLEMENT ADER,Public,76 rue GEORGES CLEMENCEAU, , ,77220,TOURNAN EN BRIE,Tournan-en-Brie,Parfaite,Numéro de rue,334,OUVERT,77,24,77470,Seine-et-Marne,Créteil, ,0771617P,Section d'enseignement professionnel du Lycée Clément Ader,681490.700014,6849260.60454
909,0772275E,Lycée polyvalent privé Maurice Rondeau - Lycée des métiers de l'électronique et de la maintenance,LYC POLYVAL PRIVE DES METIERS,MAURICE RONDEAU,Privé,1 place DU CLOS SAINT GEORGES, , ,77600,BUSSY ST GEORGES,Bussy-Saint-Georges,Parfaite,Numéro de rue,306,OUVERT,77,24,77058,Seine-et-Marne,Créteil,Privé sous contrat,0772275E,Lycée polyvalent privé Maurice Rondeau - Lycée des métiers de l'électronique et de la maintenance,678273.200017,6860215.90453
910,0772327L,Section d'enseignement professionnel du Lycée Descartes,SECTION ENSEIGNT PROFESSIONNEL,LYCEE DESCARTES,Public,4  BOULEVARD COPERNIC, , ,77420,CHAMPS SUR MARNE,Champs-sur-Marne,Parfaite,Numéro de rue,334,OUVERT,77,24,77083,Seine-et-Marne,Créteil, ,0772327L,Section d'enseignement professionnel du Lycée Descartes,669526.800024,6860595.80453
911,0772336W,Section d'enseignement professionnel du Lycée La Tour des Dames,SECTION ENSEIGNT PROFESSIONNEL,LYCEE LA TOUR DES DAMES,Public,RUE DE VILPRE, ,107,77540,ROZAY EN BRIE,Rozay-en-Brie,Parfaite,Numéro de rue,334,OUVERT,77,24,77393,Seine-et-Marne,Créteil, ,0772336W,Section d'enseignement professionnel du Lycée La Tour des Dames,697719.000002,6842043.90454
912,0772441K,Section d'enseignement général et technologique du Lycée professionnel Lino Ventura,SECTION ENSEIGNT GEN.ET TECHNO,LP LINO VENTURA,Public,AVENUE MARCEL PAGNOL, ,108,77834,OZOIR LA FERRIERE CEDEX,Ozoir-la-Ferrière,MANUEL,BATIMENT,335,OUVERT,77,24,77350,Seine-et-Marne,Créteil, ,0772441K,Section d'enseignement général et technologique du Lycée professionnel Lino Ventura,677305.000018,6851053.00454
913,0772631S,SECTION D ENSEIGNEMENT PROFESSIONNEL JEAN ROSE,SECTION ENSEIGT PROFES.PRIVEE,JEAN ROSE,Privé,20 RUE DE CHAAGE, , ,77109,MEAUX CEDEX,Meaux,Parfaite,Numéro de rue,334,OUVERT,77,24,77284,Seine-et-Marne,Créteil, ,0772631S,SECTION D ENSEIGNEMENT PROFESSIONNEL JEAN ROSE,691279.600007,6873742.60453
914,0780812J,Ecole Générale et Technologique privée British School of Paris,ECOLE GEN.ET TECHNOL.PRIVEE,BRITISH SCHOOL OF PARIS,Privé,38 quai DE L ECLUSE, , ,78290,CROISSY SUR SEINE,Croissy-sur-Seine,Parfaite,Numéro de rue,300,OUVERT,78,25,78190,Yvelines,Versailles,Privé hors contrat,0780812J,Ecole Générale et Technologique privée British School of Paris,636060.40005,6864108.10453
915,0781581V,Lycée professionnel privé Saint Thomas,LYCEE PROFESSIONNEL PRIVE,ST THOMAS DE VILLENEUVE,Privé,15 rue DES LOUVIERS, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,320,OUVERT,78,25,78551,Yvelines,Versailles, ,0781581V,Lycée professionnel privé Saint Thomas,633357.800052,6866861.80453
916,0781908A,Section d'enseignement professionnel du lycée polyvalent Viollet-le-Duc,SECTION ENSEIGNT PROFESSIONNEL,LPO VIOLLET-LE-DUC,Public,1 route de Septeuil, , ,78640,VILLIERS ST FREDERIC,Villiers-Saint-Frédéric,Parfaite,Numéro de rue,334,OUVERT,78,25,78683,Yvelines,Versailles, ,0781908A,Section d'enseignement professionnel du lycée polyvalent Viollet-le-Duc,617089.500065,6857692.00453
917,0782000A,Section d'enseignement professionnel du lycée polivalent Condorcet,SECTION ENSEIGNT PROFESSIONNEL,LPO CONDORCET,Public,Allée Condorcet, , ,78520,LIMAY,Limay,Parfaite,Numéro de rue,334,OUVERT,78,25,78335,Yvelines,Versailles, ,0782000A,Section d'enseignement professionnel du lycée polivalent Condorcet,608671.400072,6876916.70452
918,0782002C,Section d'enseignement professionnel du lycée polyvalent Antoine Lavoisier,SECTION ENSEIGNT PROFESSIONNEL,LPO ANTOINE LAVOISIER,Public,40 boulevard de la République, , ,78440,PORCHEVILLE,Porcheville,Parfaite,Numéro de rue,334,OUVERT,78,25,78501,Yvelines,Versailles, ,0782002C,Section d'enseignement professionnel du lycée polyvalent Antoine Lavoisier,610329.00007,6875550.00453
919,0782074F,Section d'enseignement professionnel du lycée polyvalent Jean-Baptiste Poquelin,SECTION ENSEIGNT PROFESSIONNEL,LPO J BAPTISTE POQUELIN,Public,72 rue Léon Desoyer, ,142,78101,ST GERMAIN EN LAYE CEDEX,Saint-Germain-en-Laye,Parfaite,Numéro de rue,334,OUVERT,78,25,78551,Yvelines,Versailles, ,0782074F,Section d'enseignement professionnel du lycée polyvalent Jean-Baptiste Poquelin,633008.400052,6867070.80453
920,0782078K,Section d'enseignement professionnel du lycée polyvalent Vaucansson,SECTION ENSEIGNT PROFESSIONNEL,LPO VAUCANSON,Public,14 rue Albert Thomas, , ,78130,LES MUREAUX,Les Mureaux,Parfaite,Numéro de rue,334,OUVERT,78,25,78440,Yvelines,Versailles, ,0782078K,Section d'enseignement professionnel du lycée polyvalent Vaucansson,621068.400062,6876329.00452
921,0783249H,"Section d'enseignement professionnel du Lycée polyvalent Corneille, lycée des métiers de la vente et  des services aux entreprises",SECTION ENSEIGNT PROFESSIONNEL,LPO CORNEILLE,Public,52 avenue Pasteur, , ,78170,LA CELLE ST CLOUD,La Celle-Saint-Cloud,Parfaite,Numéro de rue,334,OUVERT,78,25,78126,Yvelines,Versailles,Public,0783249H,"Section d'enseignement professionnel du Lycée polyvalent Corneille, lycée des métiers de la vente et  des services aux entreprises",636329.50005,6860300.60453
922,0783286Y,Lycée général et technologique privé Saint Erembert,LYCEE GEN.ET TECHNOL.PRIVE,SAINT EREMBERT,Privé,5 RUE SALOMON REINACH, , ,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,300,OUVERT,78,25,78551,Yvelines,Versailles,Privé sous contrat,0783286Y,Lycée général et technologique privé Saint Erembert,634025.900052,6866570.70453
923,0783288A,Lycée polyvalent privé Notre Dame,LYCEE POLYVALENT PRIVE,NOTRE DAME,Privé,3  RUE DE TEMARA, ,259,78100,ST GERMAIN EN LAYE,Saint-Germain-en-Laye,Parfaite,Numéro de rue,306,OUVERT,78,25,78551,Yvelines,Versailles,Privé sous contrat,0783288A,Lycée polyvalent privé Notre Dame,632247.100053,6866387.30453
924,0783355Y,Ecole 2D degré général privée de Perceval,ECOLE 2D DEGRE GENERAL PRIVEE,PERCEVAL,Privé,5 avenue D EPREMESNIL, , ,78400,CHATOU,Chatou,Parfaite,Numéro de rue,302,OUVERT,78,25,78146,Yvelines,Versailles,Privé hors contrat,0783355Y,Ecole 2D degré général privée de Perceval,638287.600048,6865581.40453
