commune_name,postal_code,adresse,latitude,longitude,coordinates,accessibilite_de_l_installation_en_faveur_des_personnes_en_situation_de_handicap,accessibilite_de_l_installation_en_transport_en_commun_des_differents_mode,activites,departement_code,nom_de_l_equipement_sportif,nom_de_l_installation_sportive,types_d_amenagements_de_confort
Paris 12e Arrondissement,75012,11 Avenue du Tremblay,48.83386,2.44723,"48.83386, 2.44723",True,Bus,Musculation,75,SALLE D'HALTEROPHILIE 1 CENTRE JEAN LETESSIER,INSEP,Sauna
Paris 14e Arrondissement,75014,75 RUE D'ALESIA,48.8273,2.32749,"48.8273, 2.32749",True,,"Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TERRAIN MULTISPORTS,COLLEGE JEAN MOULIN,
Paris 16e Arrondissement,75016,106 RUE DE LA POMPE,48.8655,2.27945,"48.8655, 2.27945",False,,"Aikido / Aikibudo / Budo,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,DOJO,CITE SCOLAIRE JANSON DE SAILLY,
Paris 20e Arrondissement,75020,43 RUE BORREGO,48.873653,2.401979,"48.873653, 2.401979",False,"Métro,Bus","Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,DOJO,MJC LES HAUTS DE BELLEVILLE,
Paris 3e Arrondissement,75003,102 RUE VIEILLE DU TEMPLE,48.86066,2.36259,"48.86066, 2.36259",False,,"Boxe Anglaise,Gymnastique Artistique,Lutte traditionnelle / olympique libre / olympique gréco-romaine / bretonne / féminine,Musculation",75,GYMNASE,COLLEGE VICTOR HUGO,
Paris 6e Arrondissement,75006,121 BOULEVARD RASPAIL,48.84521,2.32885,"48.84521, 2.32885",False,,"Badminton,Jeu de volant,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,LYCEE CARCADO SAISSEVAL,
Paris 7e Arrondissement,75007,12 AVENUE BOSQUET,48.86063,2.30176,"48.86063, 2.30176",False,,"Escrime (Epée / Fleuret / Sabre ),Gymnastique Artistique",75,GYMNASE,INSTITUT DE L'ALMA,
Paris 17e Arrondissement,75017,29 RUE DE LA JONQUIERE,48.8935,2.32468,"48.8935, 2.32468",True,"Bus,Métro","Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,COLLEGE STEPHANE MALLARME,
Paris 13e Arrondissement,75013,95 RUE BRILLAT SAVARIN,48.82476,2.3422,"48.82476, 2.3422",True,,"Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,2 TERRAINS MULTISPORTS 2,COLLEGE GEORGES BRAQUE,
Paris 1er Arrondissement,75001,10 passage de la canopée,48.861819,2.347644,"48.861819, 2.347644",True,"Bus,Métro",Autres Danses,75,STUDIO 3,LA PLACE,
Paris 16e Arrondissement,75016,26 AVENUE DU GENERAL SARRAIL,48.843363,2.25422,"48.843363, 2.25422",True,"Métro,Bus","Activités de forme et de santé,Aikido / Aikibudo / Budo,Autres Danses,Boxe Anglaise,Escrime (Epée / Fleuret / Sabre ),Hockey en salle / Hockey sur gazon,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,GYMNASE - SALLE ANNEXE N°2,PARIS JEAN BOUIN,Sauna
Paris 15e Arrondissement,75015,19 RUE GASTON DE CAILLAVET,48.849242,2.284942,"48.849242, 2.284942",False,"Métro,Bus,Train",Tennis,75,COURT DE TENNIS N°3,CENTRE SPORTIF RENE ET ANDRE MOURLON,
Paris 12e Arrondissement,75012,143 RUE DE BERCY PARIS,48.841134,2.377211,"48.841134, 2.377211",True,"Métro,Bus,Train","Activités de forme et de santé,Musculation",75,SALLE DE MUSCULATION,MINISTERE DE L'ECONOMIE ET DES FINANCES (CENTRE D'ACTIVITES SPORTIVES ET CULTURELLES ),
Paris 20e Arrondissement,75020,46 RUE LOUIS LUMIERE,48.86042,2.41154,"48.86042, 2.41154",False,"Métro,Bus,Tramway","Activités de forme et de santé,Autres Danses",75,LE STUDIO,CENTRE PARIS ANIM' LOUIS LUMIERE,
Paris 18e Arrondissement,75018,2 RUE JEAN COCTEAU,48.89996,2.35152,"48.89996, 2.35152",True,"Métro,Bus","Badminton,Jeu de volant,Baseball,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Twirling bâton,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE C HAUT,CENTRE SPORTIF DES POISSONNIERS,
Paris 12e Arrondissement,75012,ROUTE DE LA PYRAMIDE,48.83557,2.43901,"48.83557, 2.43901",True,,Football / Football en salle (Futsal),75,TERRAIN DE FOOTBALL BLAISE MATUIDI,STADE LEO LAGRANGE,
Paris 15e Arrondissement,75015,18 RUE JUGE,48.84983,2.29298,"48.84983, 2.29298",False,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION,NEONESS PARIS LA MOTTE PICQUET,
Paris 10e Arrondissement,75010,31 Rue du Château Landon,48.883245,2.363734,"48.883245, 2.363734",False,"Métro,Bus","Activités de forme et de santé,Aquagym,Baignade loisirs,Natation course sportive",75,BASSIN D'INITIATION,PISCINE CHÂTEAU LANDON,
Paris 3e Arrondissement,75003,4 RUE EUGENE SPULLER,48.86397,2.36208,"48.86397, 2.36208",True,,"Activités de forme et de santé,Autres Danses",75,SALLE DE DANSE,CARREAU DU TEMPLE,
Paris 11e Arrondissement,75011,64 RUE SAINT MAUR,48.86361,2.37989,"48.86361, 2.37989",True,"Métro,Bus","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,PLATEAU MULTISPORTS - 2EME COUR,COLLEGE CHARLES PEGUY,
Paris 15e Arrondissement,75015,399 RUE DE VAUGIRARD,48.832475,2.291295,"48.832475, 2.291295",False,"Métro,Bus,Tramway",Tennis,75,MUR D'ENTRAINEMENT,TENNIS CLUB CHEMINOT DE VAUGIRARD,
Paris 13e Arrondissement,75013,115 RUE DE TOLBIAC,48.82618,2.36243,"48.82618, 2.36243",True,"Métro,Bus,Tramway",Tennis,75,2 COURTS DE TENNIS SOUS BULLE 2,TEP TOLBIAC - BAUDRICOURT,
Paris 8e Arrondissement,75008,18 RUE ROQUEPINE,48.87254,2.31875,"48.87254, 2.31875",False,"Métro,Bus","Activités de forme et de santé,Badminton,Jeu de volant,Basket-Ball,Escrime (Epée / Fleuret / Sabre ),Hockey en salle / Hockey sur gazon,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table",75,SALLE POLYVALENTE,GYMNASE ROQUEPINE,
Paris 9e Arrondissement,75009,24 RUE DE ROCHECHOUART,48.87807,2.34502,"48.87807, 2.34502",False,"Métro,Bus,Train",Escalade,75,MUR D'ESCALADE,CENTRE SPORTIF VALEYRE,
Paris 13e Arrondissement,75013,1 AVENUE BOUTROUX,48.82208,2.37792,"48.82208, 2.37792",True,"Métro,Bus,Tramway","Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,PLATEAU EPS,STADE BOUTROUX,
Paris 17e Arrondissement,75017,108 RUE LEMERCIER,48.89046,2.31814,"48.89046, 2.31814",True,"Métro,Bus","Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,PLATEAU MULTISPORTS,TEP LEMERCIER,
Paris 18e Arrondissement,75018,26 BOULEVARD DE LA CHAPELLE,48.88469,2.36191,"48.88469, 2.36191",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Rythmique",75,SALLE DE DANSE,CENTRE PARIS ANIM' LA CHAPELLE,
Paris 13e Arrondissement,75013,88 RUE DE LA GLACIERE,48.82998,2.343,"48.82998, 2.343",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Artistique",75,SALLE DE DANSE,GYMNASE JEAN PREVOST,
Paris 17e Arrondissement,75017,36 boulevard de reims,48.88868,2.29543,"48.88868, 2.29543",False,"Bus,Métro",Baignade loisirs,75,BASSIN D'INITIATION,PISCINE CHAMPERRET,Solarium
Paris 18e Arrondissement,75018,2 RUE RONSARD,48.88494,2.34468,"48.88494, 2.34468",False,,"Boxe Anglaise,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE DE BOXE,GYMNASE RONSARD,
Paris 19e Arrondissement,75019,72 RUE DE ROMAINVILLE,48.8773,2.40344,"48.8773, 2.40344",False,"Métro,Bus","Activités de forme et de santé,Musculation",75,ESPACE MUSCULATION,REM GYM,Sauna
Paris 20e Arrondissement,75020,26 RUE DE NOISY LE SEC,48.8723,2.41274,"48.8723, 2.41274",True,"Métro,Bus,Tramway",Planche à roulettes (Skate),75,SKATE PARK,SQUARE FOUGERES,
Paris 20e Arrondissement,75020,340 RUE DES PYRENEES,48.8739565015,2.38888263702,"48.8739565015, 2.38888263702",False,"Métro,Bus","Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE TATAMIS,NRGYM,
Paris 11e Arrondissement,75011,101 AVENUE DE LA REPUBLIQUE,48.86401,2.38474,"48.86401, 2.38474",False,,"Badminton,Jeu de volant,Basket-Ball,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE B,CITE SCOLAIRE VOLTAIRE,
Paris 14e Arrondissement,75014,89 BOULEVARD ARAGO,48.83419,2.3356,"48.83419, 2.3356",False,"Métro,Bus",Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley,75,TERRAIN DE VOLLEY BALL N°1,COLLEGE SAINT-EXUPERY,
Paris 16e Arrondissement,75016,31 RUE DE LA POMPE,48.859802,2.269964,"48.859802, 2.269964",True,,"Basket-Ball,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TERRAIN MULTISPORTS,ETABLISSEMENT GERSON,
Paris 18e Arrondissement,75018,31 RUE CAULAINCOURT,48.88858,2.33355,"48.88858, 2.33355",True,,"Basket-Ball,Football / Football en salle (Futsal)",75,TERRAIN DE SPORTS,GROUPE SCOLAIRE SAINT JEAN DE MONTMARTRE,
Paris 1er Arrondissement,75001,147 BIS RUE SAINT HONORE,48.86198,2.33966,"48.86198, 2.33966",True,,"Activités de forme et de santé,Musculation",75,SALLE DE CARDIOTRAINING,CMG SPORTS CLUB ONE PALAIS-ROYAL,Sauna
Paris 12e Arrondissement,75012,68 BOULEVARD PONIATOWSKI,48.831851,2.399127,"48.831851, 2.399127",False,"Tramway,Métro,Bus","Aikido / Aikibudo / Budo,Gymnastique Artistique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE D'ARTS MARTIAUX,CENTRE SPORTIF LEO LAGRANGE,
Paris 13e Arrondissement,75013,81 BOULEVARD MASSENA,48.81995,2.36763,"48.81995, 2.36763",True,"Métro,Bus,Tramway","Badminton,Jeu de volant,Basket-Ball,Boxe Anglaise,Escrime (Epée / Fleuret / Sabre ),Football / Football en salle (Futsal),Gymnastique Artistique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,HALLE CARPENTIER - AIRES N°1 ET 2,CENTRE SPORTIF GEORGES CARPENTIER,
Paris 7e Arrondissement,75007,23 RUE OUDINOT,48.84985,2.31668,"48.84985, 2.31668",False,"Métro,Bus",Autres Danses,75,SALLE E4,ASSOCIATION SAINTE-AGNES,
Paris 13e Arrondissement,75013,184 rue du château des rentiers,48.8307,2.36312,"48.8307, 2.36312",False,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Handball / Mini hand / Handball de plage,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,CENTRE SPORTIF CHÂTEAU DES RENTIERS,
Paris 15e Arrondissement,75015,31 RUE DU HAMEAU,48.8339,2.28741,"48.8339, 2.28741",True,"Métro,Bus,Tramway","Activités de forme et de santé,Autres Danses,Boxe thaïlandaise Muay Thaï,Gymnastique Rythmique",75,GRANDE SALLE DE COURS COLLECTIFS,LES CERCLES DE LA FORME PORTE DE VERSAILLES,Sauna
Paris 7e Arrondissement,75007,6 RUE CLER,48.8586962834,2.30556822273,"48.8586962834, 2.30556822273",True,"Métro,Bus","Activités de forme et de santé,Basket-Ball,Gymnastique Artistique,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE A,CENTRE SPORTIF CLER,
Paris 11e Arrondissement,75011,5 AVENUE DE LA REPUBLIQUE,48.866766,2.367532,"48.866766, 2.367532",True,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION MACHINES GUIDEES,FITNESS PARK REPUBLIQUE,
Paris 4e Arrondissement,75004,9 RUE DE JOUY,48.85477,2.35751,"48.85477, 2.35751",False,"Métro,Bus","Activités de forme et de santé,Autres Danses,Expression gymnique,Tennis de table",75,PETIT GYMNASE,LYCEE SOPHIE GERMAIN,
Paris 5e Arrondissement,75005,23 RUE CLOVIS,48.84498,2.34827,"48.84498, 2.34827",True,"Bus,Métro",Gymnastique Artistique,75,GYMNASE 2EME ETAGE,LYCEE HENRI IV,
Paris 13e Arrondissement,75013,20 RUE DE DOMREMY,48.8305,2.37211,"48.8305, 2.37211",True,,"Baseball,Basket-Ball,Football / Football en salle (Futsal)",75,TERRAIN MULTISPORTS,ECOLE - COLLEGE NOTRE-DAME DE LA GARE,
Paris 15e Arrondissement,75015,5 AVENUE DE LA PORTE DE BRANCION,48.826643,2.301447,"48.826643, 2.301447",True,"Métro,Bus,Tramway",Basket-Ball,75,TERRAIN DE BASKET BALL,ECOLE BRANCION,
Paris 16e Arrondissement,75016,12 RUE MICHEL ANGE,48.8472,2.26351,"48.8472, 2.26351",False,"Métro,Bus","Gymnastique Artistique,Tennis de table",75,GYMNASE N°1,COLLEGE - LYCEE NOTRE-DAME DES OISEAUX,
Paris 13e Arrondissement,75013,10 RUE JEANNE D'ARC,48.829308,2.369503,"48.829308, 2.369503",False,,Expression gymnique,75,ESPACE POLYVALENT,GOBABYGYM PARIS 13,
Paris 18e Arrondissement,75018,17 RUE DES CLOYS,48.89267,2.33971,"48.89267, 2.33971",False,,Musculation,75,ESPACE MUSCULATION / CARDIOTRAINING RDC,L'APPART FITNESS PARIS 18,
Paris 18e Arrondissement,75018,2 RUE MARCEL SEMBAT,48.899069,2.338124,"48.899069, 2.338124",True,"Métro,Bus",Basket-Ball,75,TERRAIN DE BASKET-BALL,SQUARE MARCEL SEMBAT,
Paris 11e Arrondissement,75011,39 RUE DE CHARONNE,48.853352,2.376564,"48.853352, 2.376564",True,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE COURS COLLECTIFS,MAISON KELLER,
Paris 16e Arrondissement,75016,15 RUE BAUCHES,48.8559484541,2.273484081,"48.8559484541, 2.273484081",False,"Métro,Bus,Train",Gymnastique Artistique,75,SALLE DE GYMNASTIQUE,ECOLE ELEMENTAIRE DES BAUCHES,
Paris 5e Arrondissement,75005,45 RUE D'ULM,48.841828,2.345216,"48.841828, 2.345216",True,,Musculation,75,ESPACE MUSCULATION,ECOLE NORMALE SUPERIEURE,
Paris 12e Arrondissement,75012,53 RUE DE LA GARE DE REUILLY PARIS,48.842538,2.396348,"48.842538, 2.396348",True,"Métro,Bus","Gymnastique Artistique,Judo / Jujitsu / Taïso",75,DOJO,ENSEMBLE SCOLAIRE SAINT MICHEL DE PICPUS,
Paris 15e Arrondissement,75015,31 BOULEVARD PASTEUR,48.8432,2.31272,"48.8432, 2.31272",True,,"Basket-Ball,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE,LYCEE FRESNEL,
Paris 1er Arrondissement,75001,23 RUE DE LA SOURDIERE,48.86644,2.33246,"48.86644, 2.33246",True,"Métro,Bus,Train","Activités de forme et de santé,Autres Danses",75,SALLE N°3,CENTRE D'ETUDE D'ACTION SOCIALE ET CULTURELLE,
Paris 18e Arrondissement,75018,83 RUE DOUDEAUVILLE,48.8883,2.34904,"48.8883, 2.34904",False,"Métro,Bus",Autres Danses,75,SALLE A4,CEDEC,
Paris 13e Arrondissement,75013,12 RUE DU DOCTEUR CHARLES RICHET,48.83197,2.364,"48.83197, 2.364",True,"Métro,Bus","Activités de forme et de santé,Bâton,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,DOJO,CENTRE D'ANIMATION RICHET,
Paris 6e Arrondissement,75006,87 RUE DE VAUGIRARD,48.8459156915,2.32324666234,"48.8459156915, 2.32324666234",True,"Métro,Bus","Activités de forme et de santé,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,Tennis de table",75,SALLE DE TENNIS DE TABLE,GYMNASE VAUGIRARD LITTRE,
Paris 10e Arrondissement,75010,6 AVENUE DE VERDUN,48.87559,2.362022,"48.87559, 2.362022",True,"Métro,Bus,Train","Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,Terrain de soccer,JARDIN VILLEMIN,
Paris 3e Arrondissement,75003,69 Rue de Turbigo,48.86637,2.35871,"48.86637, 2.35871",True,"Bus,Métro",Escalade,75,SALLE D'ESCALADE,LYCEE TURGOT,
Paris 12e Arrondissement,75012,48 Avenue du Docteur Arnold Netter,48.843653,2.406195,"48.843653, 2.406195",False,,Basket-Ball,75,TERRAIN DE BASKET,COLLEGE GEORGES COURTELINE,
Paris 14e Arrondissement,75014,5 RUE DU MOULIN VERT,48.82917,2.32573,"48.82917, 2.32573",True,"Métro,Bus,Tramway","Autres Danses,Gymnastique Artistique,Gymnastique Rythmique,Judo / Jujitsu / Taïso,Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...",75,SALLE POLYVALENTE,L'OEUVRE D'EDUCATION POPULAIRE ET FAMILIALE,
Paris 7e Arrondissement,75007,5 rue eblé,48.8486357063,2.31436452719,"48.8486357063, 2.31436452719",False,"Bus,Train,Métro",Natation course sportive,75,PISCINE FOUCHER CRETEAU - GRAND BASSIN,RACING CLUB DE FRANCE,
Paris 11e Arrondissement,75011,12 COUR DEBILLE,48.85596,2.37958,"48.85596, 2.37958",False,"Métro,Bus","Activités de forme et de santé,Expression gymnique",75,SALLE DE YOGA-PILATES,CENTRE SPORTIF ANDRE CHANCE,
Paris 16e Arrondissement,75016,4 PLACE DE LA PORTE MOLITOR,48.84614,2.25696,"48.84614, 2.25696",True,"Métro,Bus",Tennis,75,11 COURTS DE TENNIS 4,CENTRE NATIONAL D'ENTRAINEMENT DE LA FFT,
Paris 20e Arrondissement,75020,9-11 RUE DES FRERES FLAVIEN,48.8745371997,2.41222009057,"48.8745371997, 2.41222009057",True,"Bus,Tramway",Tennis,75,COURT DE TENNIS EN TERRASSE N°4,CENTRE DE LIGUE - PARIS EST LES LILAS,
Paris 15e Arrondissement,75015,2 RUE LOUIS ARMAND,48.8314753888,2.27263859531,"48.8314753888, 2.27263859531",False,"Métro,Bus,Tramway",Football / Football en salle (Futsal),75,FOOTBALL A 11 N°3,CENTRE SPORTIF SUZANNE LENGLEN,
Paris 8e Arrondissement,75008,33 RUE DU FAUBOURG ST HONORE,48.8688861161,2.31985403007,"48.8688861161, 2.31985403007",False,"Métro,Bus",Musculation,75,SALLE DE MUSCULATION N°2,CERCLE DE L'UNION INTERALLIEE,Bain(s) de vapeur / hammam;Sauna;Solarium
Paris 12e Arrondissement,75012,135 avenue daumesnil,48.843584,2.383447,"48.843584, 2.383447",False,"Métro,Bus",Activités de forme et de santé,75,Salle de renforcement musculaire,easyGym Paris Daumesnil,
Paris 19e Arrondissement,75019,24 RUE EDOUARD PAILLERON,48.880268,2.377102,"48.880268, 2.377102",True,,Tennis,75,court de tennis n°1,TEP CENTRE SPORTIF EDOUARD PAILLERON,
Paris 9e Arrondissement,75009,24 RUE BUFFAULT,48.8759874031,2.34229333699,"48.8759874031, 2.34229333699",True,"Métro,Bus",Escrime (Epée / Fleuret / Sabre ),75,SALLE D'ESCRIME N°2,CENTRE SPORTIF BUFFAULT,
Paris 12e Arrondissement,75012,15 RUE DE LA NOUVELLE CALEDONIE PARIS,48.83869,2.41233,"48.83869, 2.41233",True,"Métro,Bus","Basket-Ball,Handball / Mini hand / Handball de plage",75,TEP,CENTRE SPORTIF ALAIN MIMOUN,
Paris 19e Arrondissement,75019,32 RUE EDOUARD PAILLERON,48.88068,2.37813,"48.88068, 2.37813",True,"Bus,Métro","Ballet sur glace / Danse sur glace / Patinage artistique,Hockey sur glace / Ringuette",75,PATINOIRE PAILLERON,ESPACE SPORTIF EDOUARD PAILLERON,Sauna
Paris 20e Arrondissement,75020,46 RUE DES RIGOLES,48.873052,2.391955,"48.873052, 2.391955",False,"Métro,Bus",Karaté/Karaté jutsu/Goshin jutsu/Kobudo/Nihon Tai-jutsu/Taijitsu/Nambudo/Ninjutsu/Nunchaku/...,75,SALLE N°1,FSKAM EL MARHOMY,
Paris 19e Arrondissement,75019,19 RUE BOURET,48.8815,2.37419,"48.8815, 2.37419",True,"Métro,Bus",Gymnastique Artistique,75,SALLE DE MOTRICITE,ECOLE - COLLEGE SAINT GEORGES,
Paris 20e Arrondissement,75020,12 ter RUE DE LESSEPS,48.8590586187,2.4000620842,"48.8590586187, 2.4000620842",True,Bus,"Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage",75,CITY STADE,JARDIN NATUREL PIERRE EMMANUEL,
Paris 20e Arrondissement,75020,120 RUE DES GRANDS CHAMPS,48.85204,2.408255,"48.85204, 2.408255",False,"Tramway,Métro,Bus","Activités de forme et de santé,Aikido / Aikibudo / Budo",75,DOJO,DOJO TENSHIN,
Paris 1er Arrondissement,75001,147 BIS RUE SAINT HONORE,48.86198,2.33967,"48.86198, 2.33967",True,,"Activités de forme et de santé,Musculation",75,SALLE DE MUSCULATION,CMG SPORTS CLUB ONE PALAIS-ROYAL,Sauna
Paris 4e Arrondissement,75004,9 RUE CHARLEMAGNE,48.85323,2.36017,"48.85323, 2.36017",True,"Métro,Bus,Train",Basket-Ball,75,TERRAIN DE BASKET-BALL,PARIS STADIUM CHARLEMAGNE,
Paris 6e Arrondissement,75006,87 RUE DE VAUGIRARD,48.8459046945,2.323203747,"48.8459046945, 2.323203747",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Badminton,Jeu de volant,Basket-Ball,Gymnastique Artistique,Hockey en salle / Hockey sur gazon,Tennis de table,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,GYMNASE DE TYPE B,GYMNASE VAUGIRARD LITTRE,
Paris 8e Arrondissement,75008,30 RUE DE LISBONNE,48.87775,2.31365,"48.87775, 2.31365",True,"Bus,Métro",Musculation,75,SALLE CARDIOTRAINING RDC,KEEP COOL PARIS 8 MONCEAU,Sauna
Paris 12e Arrondissement,75012,164 BOULEVARD DIDEROT,48.84777,2.39232,"48.84777, 2.39232",True,"Métro,Bus",Musculation,75,ESPACE CARDIOTRAINING,LES CERCLES DE LA FORME DIDEROT,Bain(s) de vapeur / hammam;Sauna
Paris 12e Arrondissement,75012,24 RUE LOUIS BRAILLE,48.83938,2.40312,"48.83938, 2.40312",True,"Métro,Bus","Badminton,Jeu de volant,Basket-Ball,Football / Football en salle (Futsal),Handball / Mini hand / Handball de plage,Tennis,Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley",75,TERRAIN MULTISPORTS,TEP LOUIS BRAILLE,
Paris 15e Arrondissement,75015,28 place Dupleix,48.8506533828,2.2954734471,"48.8506533828, 2.2954734471",False,,Activités de forme et de santé,75,BASIC FIT,BASIC FIT,
Paris 7e Arrondissement,75007,20 RUE DE VARENNE,48.85367,2.3254,"48.85367, 2.3254",False,"Métro,Bus",Autres Danses,75,GRANDE SALLE,ECOLE DE DANSE GEORGES ET ROSY,
Paris 10e Arrondissement,75010,2 RUE DU BUISSON SAINT LOUIS PARIS,48.871796,2.372134,"48.871796, 2.372134",False,"Métro,Bus","Autres Danses,Gymnastique Artistique,Tennis de table",75,SALLE POLYVALENTE,GYMNASE BUISSON SAINT LOUIS,
Paris 10e Arrondissement,75010,11 RUE DE LANCRY,48.869353,2.360175,"48.869353, 2.360175",True,"Métro,Bus","Activités de forme et de santé,Autres Danses,Gymnastique Artistique",75,SALLE DE DANSE N°1,PARIS ANIM' JEAN VERDIER,
Paris 11e Arrondissement,75011,1 RUE KELLER PARIS,48.853552,2.376635,"48.853552, 2.376635",False,"Métro,Bus","Activités de forme et de santé,Autres Danses",75,SALLE DE DANSE,STUDIO KELLER,
Paris 11e Arrondissement,75011,21 rue du faubourg saint-antoine,48.852796,2.371339,"48.852796, 2.371339",False,"Bus,Métro",Activités de forme et de santé,75,Piscine,AQUA BY BASTILLE,
Paris 12e Arrondissement,75012,4 PASSAGE STINVILLE,48.84416,2.38851,"48.84416, 2.38851",True,"Métro,Bus","Autres Danses,Expression gymnique",75,SALLE DE DANSE,PARIS ANIM' MONTGALLET,
